,m_poor_1_33,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,check,year,round,level,area,dem,SourceSheet,sector,state,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
4216,1,0.15088281,0.682229519,0.166887656,0,0,1,2015,4,State,urban/rural,Owns House,statesector,1,Tripura,NA,NA,NA,NA,1,NA
4319,1,0.439269096,0.510956049,0.048480839,0.00129402,0,1,2015,4,State,All,Agri Land,state,99,Tripura,NA,NA,NA,NA,NA,0
4320,1,0.301389933,0.655227721,0.043382321,0,0,1,2015,4,State,All,Agri Land,state,99,Tripura,NA,NA,NA,NA,NA,1
4471,1,0.481582582,0.487598062,0.029322881,0.001496476,0,1,2015,4,State,urban/rural,Agri Land,statesector,0,Tripura,NA,NA,NA,NA,NA,0
4472,1,0.311511844,0.658065557,0.030422585,0,0,1,2015,4,State,urban/rural,Agri Land,statesector,0,Tripura,NA,NA,NA,NA,NA,1
4473,1,0.168817744,0.66025126,0.170930967,0,0,1,2015,4,State,urban/rural,Agri Land,statesector,1,Tripura,NA,NA,NA,NA,NA,0
4474,1,0.063572668,0.5885517,0.347875655,0,0,1,2015,4,State,urban/rural,Agri Land,statesector,1,Tripura,NA,NA,NA,NA,NA,1
37,1,0.566613734,0.255538046,0.104826584,0.051574651,0.021446954,1,2019,5,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
106,1,0.613636076,0.261562437,0.087385155,0.029046129,0.008370232,1,2019,5,State,urban/rural,All Households,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
107,1,0.21215266,0.210125431,0.236302674,0.221398011,0.120021239,1,2019,5,State,urban/rural,All Households,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
274,1,0.563180923,0.283264279,0.097583525,0.042525154,0.013446105,1,2019,5,State,All,Age,state,99,Uttar Pradesh,15 to 29,NA,NA,NA,NA,NA
275,1,0.615591586,0.231946364,0.092777677,0.044376977,0.015307409,1,2019,5,State,All,Age,state,99,Uttar Pradesh,30 to 45,NA,NA,NA,NA,NA
276,1,0.514386237,0.270892084,0.122436814,0.061906528,0.03037831,1,2019,5,State,All,Age,state,99,Uttar Pradesh,46 to 64,NA,NA,NA,NA,NA
277,1,0.539362192,0.272866994,0.105744533,0.056476183,0.025550088,1,2019,5,State,All,Age,state,99,Uttar Pradesh,65+,NA,NA,NA,NA,NA
278,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
559,1,0.590823948,0.289618582,0.091907643,0.019659217,0.007990604,1,2019,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,15 to 29,NA,NA,NA,NA,NA
560,1,0.676990569,0.234705806,0.066704132,0.017054934,0.00454456,1,2019,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,30 to 45,NA,NA,NA,NA,NA
561,1,0.556010902,0.280364394,0.108452022,0.041675773,0.013496893,1,2019,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,46 to 64,NA,NA,NA,NA,NA
562,1,0.572840512,0.277751923,0.097429894,0.043848008,0.008129683,1,2019,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,65+,NA,NA,NA,NA,NA
563,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
564,1,0.22435908,0.205379084,0.16715309,0.322794259,0.080314495,1,2019,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,15 to 29,NA,NA,NA,NA,NA
565,1,0.213089019,0.213856712,0.263703436,0.223487303,0.085863531,1,2019,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,30 to 45,NA,NA,NA,NA,NA
566,1,0.206759617,0.200887188,0.225791231,0.211421713,0.155140251,1,2019,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,46 to 64,NA,NA,NA,NA,NA
567,1,0.217466205,0.225898355,0.185690299,0.177896813,0.193048313,1,2019,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,65+,NA,NA,NA,NA,NA
568,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
748,1,0.601045072,0.232060105,0.10297288,0.048611801,0.015310165,1,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
749,1,0.573037922,0.250346661,0.099445179,0.055909686,0.021260574,1,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
750,1,0.508787274,0.302822381,0.11199075,0.047960598,0.028439008,1,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
751,1,0.337961793,0.336807907,0.124109253,0.109529801,0.091591239,1,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
752,1,0.554079771,0.151679412,0.042387694,0.251853138,0,1,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1030,1,0.658647001,0.233151585,0.080592483,0.022804951,0.004804003,1,2019,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
1031,1,0.62799561,0.259720564,0.07833676,0.028503435,0.005443661,1,2019,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
1032,1,0.535993814,0.311295897,0.104924269,0.034172971,0.013613048,1,2019,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
1033,1,0.354854673,0.360913813,0.127575576,0.100987531,0.055668395,1,2019,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
1034,1,0.63044554,0,0,0.36955446,0,1,2019,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1035,1,0.226605475,0.224964976,0.248455957,0.216368437,0.083605155,1,2019,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
1036,1,0.201674953,0.187004805,0.242080107,0.241100654,0.128139466,1,2019,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
1037,1,0.179137498,0.200152189,0.197612211,0.215019345,0.208078757,1,2019,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
1038,1,0.101934724,0,0.075677656,0.228882462,0.593505144,1,2019,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
1039,1,0.390674889,0.476237714,0.133087397,0,0,1,2019,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1149,1,0.56466651,0.257068783,0.105423063,0.051544853,0.021296827,1,2019,5,State,All,Gender,state,99,Uttar Pradesh,NA,NA,1,NA,NA,NA
1150,1,0.576659918,0.247640923,0.101749301,0.051728394,0.022221476,1,2019,5,State,All,Gender,state,99,Uttar Pradesh,NA,NA,2,NA,NA,NA
1151,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Gender,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1306,1,0.609708428,0.262702763,0.088029213,0.030870242,0.008689348,1,2019,5,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,1,NA,NA,NA
1307,1,0.634544373,0.255491942,0.083956592,0.019335667,0.00667145,1,2019,5,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,2,NA,NA,NA
1308,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1309,1,0.209958345,0.21270068,0.242400721,0.214358717,0.120581523,1,2019,5,State,urban/rural,Gender,statesector,1,Uttar Pradesh,NA,NA,1,NA,NA,NA
1310,1,0.221259922,0.199437082,0.21099332,0.250613868,0.117695816,1,2019,5,State,urban/rural,Gender,statesector,1,Uttar Pradesh,NA,NA,2,NA,NA,NA
1311,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1464,1,0.880619466,0.105122872,0.012574909,0.001682761,0,1,2019,5,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,1,NA,NA
1465,1,0.716189265,0.203941599,0.055042237,0.017551498,0.007275415,1,2019,5,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,2 to 3,NA,NA
1466,1,0.598398507,0.253436774,0.089105397,0.041846849,0.017212454,1,2019,5,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,4 to 6,NA,NA
1467,1,0.485687882,0.274103671,0.137504965,0.0723643,0.030339202,1,2019,5,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,7+,NA,NA
1724,1,0.901163101,0.092694297,0.005110944,0.001031658,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,1,NA,NA
1725,1,0.746454358,0.201172903,0.040370256,0.008020142,0.003982364,1,2019,5,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,2 to 3,NA,NA
1726,1,0.649287701,0.259701818,0.068928145,0.01828138,0.003800926,1,2019,5,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,4 to 6,NA,NA
1727,1,0.53102386,0.28320992,0.122993,0.047697376,0.015075859,1,2019,5,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,7+,NA,NA
1728,1,0.662566841,0.237041235,0.091798298,0.008593646,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,1,NA,NA
1729,1,0.38305074,0.234417588,0.216541961,0.122466519,0.043523196,1,2019,5,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,2 to 3,NA,NA
1730,1,0.226668194,0.207672581,0.236494139,0.213985458,0.115179613,1,2019,5,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,4 to 6,NA,NA
1731,1,0.15947099,0.208579257,0.241926387,0.249856159,0.140167207,1,2019,5,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,7+,NA,NA
1820,1,0.586351097,0.237751916,0.112564772,0.042168938,0.021163285,1,2019,5,State,All,Owns House,state,99,Uttar Pradesh,NA,NA,NA,NA,0,NA
1821,1,0.562977672,0.258814692,0.10340102,0.053307414,0.021499213,1,2019,5,State,All,Owns House,state,99,Uttar Pradesh,NA,NA,NA,NA,1,NA
1955,1,0.645643115,0.243216574,0.085727297,0.016942693,0.008470314,1,2019,5,State,urban/rural,Owns House,statesector,0,Uttar Pradesh,NA,NA,NA,NA,0,NA
1956,1,0.608106971,0.264731586,0.087671548,0.031136941,0.008352943,1,2019,5,State,urban/rural,Owns House,statesector,0,Uttar Pradesh,NA,NA,NA,NA,1,NA
1957,1,0.284171611,0.209901527,0.249340892,0.170733467,0.085852496,1,2019,5,State,urban/rural,Owns House,statesector,1,Uttar Pradesh,NA,NA,NA,NA,0,NA
1958,1,0.192090988,0.210187793,0.232670724,0.235511184,0.129539311,1,2019,5,State,urban/rural,Owns House,statesector,1,Uttar Pradesh,NA,NA,NA,NA,1,NA
2038,1,0.553277135,0.224273279,0.115369223,0.073851295,0.033229049,1,2019,5,State,All,Agri Land,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,0
2039,1,0.577668846,0.281454295,0.0960875,0.033108935,0.011680452,1,2019,5,State,All,Agri Land,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,1
2169,1,0.649236798,0.231684014,0.083789334,0.027242275,0.008047587,1,2019,5,State,urban/rural,Agri Land,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,0
2170,1,0.589734733,0.281621933,0.089799285,0.030257182,0.008586845,1,2019,5,State,urban/rural,Agri Land,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,1
2171,1,0.208093643,0.197615594,0.228967577,0.24151203,0.123811148,1,2019,5,State,urban/rural,Agri Land,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,0
2172,1,0.233746082,0.276676029,0.275324374,0.114394121,0.099859409,1,2019,5,State,urban/rural,Agri Land,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,1
2216,1,0.517944217,0.304836124,0.122126505,0.044658948,0.010434199,1,2015,4,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2283,1,0.556542039,0.309651643,0.105266616,0.024365479,0.004174215,1,2015,4,State,urban/rural,All Households,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2284,1,0.202486888,0.265479207,0.259921223,0.210516065,0.061596617,1,2015,4,State,urban/rural,All Households,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2448,1,0.507822037,0.322312176,0.126164123,0.039594278,0.004107369,1,2015,4,State,All,Age,state,99,Uttar Pradesh,15 to 29,NA,NA,NA,NA,NA
2449,1,0.589161932,0.274163753,0.095084429,0.034683615,0.006906275,1,2015,4,State,All,Age,state,99,Uttar Pradesh,30 to 45,NA,NA,NA,NA,NA
2450,1,0.452464849,0.334733605,0.143913686,0.054962534,0.013925348,1,2015,4,State,All,Age,state,99,Uttar Pradesh,46 to 64,NA,NA,NA,NA,NA
2451,1,0.454079807,0.319486409,0.153832629,0.055096265,0.01750489,1,2015,4,State,All,Age,state,99,Uttar Pradesh,65+,NA,NA,NA,NA,NA
2452,1,1,0,0,0,0,1,2015,4,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2731,1,0.543772757,0.32713294,0.106854975,0.021947319,0.000291991,1,2015,4,State,urban/rural,Age,statesector,0,Uttar Pradesh,15 to 29,NA,NA,NA,NA,NA
2732,1,0.639888406,0.274027646,0.071690932,0.01229358,0.00209946,1,2015,4,State,urban/rural,Age,statesector,0,Uttar Pradesh,30 to 45,NA,NA,NA,NA,NA
2733,1,0.483031482,0.345153838,0.130586311,0.035007972,0.006220412,1,2015,4,State,urban/rural,Age,statesector,0,Uttar Pradesh,46 to 64,NA,NA,NA,NA,NA
2734,1,0.480051309,0.324672133,0.148745924,0.038233686,0.008296936,1,2015,4,State,urban/rural,Age,statesector,0,Uttar Pradesh,65+,NA,NA,NA,NA,NA
2735,1,1,0,0,0,0,1,2015,4,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2736,1,0.181909263,0.278609306,0.301212013,0.199573547,0.038695842,1,2015,4,State,urban/rural,Age,statesector,1,Uttar Pradesh,15 to 29,NA,NA,NA,NA,NA
2737,1,0.213394806,0.275172174,0.268376708,0.200542554,0.042513769,1,2015,4,State,urban/rural,Age,statesector,1,Uttar Pradesh,30 to 45,NA,NA,NA,NA,NA
2738,1,0.198955774,0.248311803,0.254446268,0.220458746,0.077827416,1,2015,4,State,urban/rural,Age,statesector,1,Uttar Pradesh,46 to 64,NA,NA,NA,NA,NA
2739,1,0.180107579,0.26478222,0.207492039,0.23297894,0.114639238,1,2015,4,State,urban/rural,Age,statesector,1,Uttar Pradesh,65+,NA,NA,NA,NA,NA
2922,1,0.57904166,0.270898104,0.105441868,0.03772705,0.006891298,1,2015,4,State,All,Education,state,99,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2923,1,0.51416266,0.302367181,0.123883612,0.051186319,0.008400228,1,2015,4,State,All,Education,state,99,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
2924,1,0.42357114,0.36491105,0.146180585,0.051214866,0.014122367,1,2015,4,State,All,Education,state,99,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
2925,1,0.21968773,0.415786862,0.228334144,0.072465591,0.06372568,1,2015,4,State,All,Education,state,99,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
2926,1,0.508476257,0.31341508,0.08323361,0.050775923,0.044099104,1,2015,4,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3216,1,0.629108131,0.269085377,0.084222332,0.016081536,0.001502652,1,2015,4,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
3217,1,0.560610414,0.311174512,0.101359345,0.024286769,0.002568979,1,2015,4,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
3218,1,0.44478938,0.374429494,0.137773946,0.03561227,0.007394936,1,2015,4,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
3219,1,0.23149927,0.430238158,0.229366705,0.072127357,0.036768507,1,2015,4,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
3220,1,0.533362508,0.318726778,0.081307039,0.047405101,0.01919861,1,2015,4,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3221,1,0.232358351,0.283450425,0.252375782,0.187610626,0.044204783,1,2015,4,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
3222,1,0.163722053,0.235917166,0.293825597,0.254139125,0.05239607,1,2015,4,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
3223,1,0.157771513,0.245674178,0.251490176,0.246667653,0.098396495,1,2015,4,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
3224,1,0.014880955,0.165208161,0.210429817,0.078330442,0.531150639,1,2015,4,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
3225,1,0.220124185,0.251869559,0.105556458,0.089833051,0.332616746,1,2015,4,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3336,1,0.514570653,0.305050611,0.123915337,0.045945901,0.010517513,1,2015,4,State,All,Gender,state,99,Uttar Pradesh,NA,NA,1,NA,NA,NA
3337,1,0.54283011,0.303253889,0.108930863,0.035165526,0.009819617,1,2015,4,State,All,Gender,state,99,Uttar Pradesh,NA,NA,2,NA,NA,NA
3338,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Gender,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3490,1,0.553489208,0.309732556,0.106677562,0.02551969,0.004580966,1,2015,4,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,1,NA,NA,NA
3491,1,0.578940213,0.309057951,0.09491466,0.015897201,0.00118994,1,2015,4,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,2,NA,NA,NA
3492,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3493,1,0.19836992,0.267011344,0.26396659,0.211902156,0.058750007,1,2015,4,State,urban/rural,Gender,statesector,1,Uttar Pradesh,NA,NA,1,NA,NA,NA
3494,1,0.234256476,0.253656268,0.22870414,0.199819952,0.083563179,1,2015,4,State,urban/rural,Gender,statesector,1,Uttar Pradesh,NA,NA,2,NA,NA,NA
3663,1,0.831825137,0.13708809,0.028733943,0.002352837,0,1,2015,4,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,1,NA,NA
3664,1,0.672953844,0.241923317,0.066581294,0.015024477,0.003517093,1,2015,4,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,2 to 3,NA,NA
3665,1,0.570635438,0.293542624,0.098537646,0.032116927,0.005167377,1,2015,4,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,4 to 6,NA,NA
3666,1,0.440008014,0.328557789,0.15373829,0.061332479,0.016363418,1,2015,4,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,7+,NA,NA
3667,1,NA,NA,NA,NA,NA,0,2015,4,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3946,1,0.862402499,0.119476154,0.016516618,0.001604735,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,1,NA,NA
3947,1,0.706511915,0.237815797,0.047214922,0.007821343,0.000636008,1,2015,4,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,2 to 3,NA,NA
3948,1,0.613044202,0.295468956,0.077050798,0.013188286,0.001247738,1,2015,4,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,4 to 6,NA,NA
3949,1,0.474736542,0.338433176,0.141886458,0.037503451,0.007440354,1,2015,4,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,7+,NA,NA
3950,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3951,1,0.56604296,0.290173203,0.13492842,0.008855433,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,1,NA,NA
3952,1,0.330255121,0.283869654,0.26435262,0.088583604,0.032939021,1,2015,4,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,2 to 3,NA,NA
3953,1,0.205627963,0.276962876,0.283472389,0.19503352,0.038903251,1,2015,4,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,4 to 6,NA,NA
3954,1,0.177167758,0.253816575,0.243437991,0.241680697,0.083896965,1,2015,4,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,7+,NA,NA
4062,1,0.556648493,0.261607796,0.121898971,0.053605732,0.006238999,1,2015,4,State,All,Owns House,state,99,Uttar Pradesh,NA,NA,NA,NA,0,NA
4063,1,0.513639271,0.309644252,0.122151814,0.04366383,0.010900815,1,2015,4,State,All,Owns House,state,99,Uttar Pradesh,NA,NA,NA,NA,1,NA
4064,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Owns House,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
4217,1,0.636633754,0.266208798,0.077824771,0.015502566,0.003830112,1,2015,4,State,urban/rural,Owns House,statesector,0,Uttar Pradesh,NA,NA,NA,NA,0,NA
4218,1,0.548556805,0.313982964,0.108002611,0.025249125,0.004208522,1,2015,4,State,urban/rural,Owns House,statesector,0,Uttar Pradesh,NA,NA,NA,NA,1,NA
4219,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Owns House,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
4220,1,0.222128376,0.242365092,0.306229323,0.212963581,0.016313622,1,2015,4,State,urban/rural,Owns House,statesector,1,Uttar Pradesh,NA,NA,NA,NA,0,NA
4221,1,0.198257685,0.270456135,0.2499502,0.209989071,0.071346909,1,2015,4,State,urban/rural,Owns House,statesector,1,Uttar Pradesh,NA,NA,NA,NA,1,NA
4321,1,0.518875062,0.276650012,0.121164367,0.067842759,0.015467806,1,2015,4,State,All,Agri Land,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,0
4322,1,0.517302275,0.324274808,0.122790046,0.028670128,0.00696275,1,2015,4,State,All,Agri Land,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,1
4323,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Agri Land,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
4475,1,0.613269448,0.28294155,0.080218486,0.021576155,0.001994369,1,2015,4,State,urban/rural,Agri Land,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,0
4476,1,0.525266528,0.324377716,0.119076394,0.025903318,0.005376029,1,2015,4,State,urban/rural,Agri Land,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,1
4477,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Agri Land,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
4478,1,0.192263067,0.254880756,0.26284036,0.227928877,0.062086958,1,2015,4,State,urban/rural,Agri Land,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,0
4479,1,0.255946368,0.320897669,0.244657367,0.119465932,0.059032656,1,2015,4,State,urban/rural,Agri Land,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,1
38,1,0.29876861,0.356063902,0.181880802,0.126416534,0.036870155,1,2019,5,State,All,All Households,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
108,1,0.323772699,0.40859738,0.151454985,0.08621949,0.029955445,1,2019,5,State,urban/rural,All Households,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
109,1,0.201038435,0.150733441,0.300802082,0.283529311,0.063896745,1,2019,5,State,urban/rural,All Households,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,NA
279,1,0.244974837,0.302591771,0.291024387,0.113711968,0.047697011,1,2019,5,State,All,Age,state,99,Uttarakhand,15 to 29,NA,NA,NA,NA,NA
280,1,0.280218363,0.339690089,0.16393055,0.195731059,0.02042993,1,2019,5,State,All,Age,state,99,Uttarakhand,30 to 45,NA,NA,NA,NA,NA
281,1,0.330469668,0.365605116,0.222513914,0.034334775,0.047076508,1,2019,5,State,All,Age,state,99,Uttarakhand,46 to 64,NA,NA,NA,NA,NA
282,1,0.328394085,0.420253664,0.093893632,0.096561909,0.060896691,1,2019,5,State,All,Age,state,99,Uttarakhand,65+,NA,NA,NA,NA,NA
283,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Age,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
569,1,0.281300157,0.327586532,0.254203111,0.068198457,0.068711765,1,2019,5,State,urban/rural,Age,statesector,0,Uttarakhand,15 to 29,NA,NA,NA,NA,NA
570,1,0.310514569,0.40212062,0.147353292,0.140011519,0,1,2019,5,State,urban/rural,Age,statesector,0,Uttarakhand,30 to 45,NA,NA,NA,NA,NA
571,1,0.342263401,0.407701761,0.182409763,0.023892786,0.043732278,1,2019,5,State,urban/rural,Age,statesector,0,Uttarakhand,46 to 64,NA,NA,NA,NA,NA
572,1,0.345101595,0.464594692,0.059707414,0.066903375,0.06369292,1,2019,5,State,urban/rural,Age,statesector,0,Uttarakhand,65+,NA,NA,NA,NA,NA
573,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Age,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
574,1,0.162527561,0.245861411,0.3745974,0.217013627,0,1,2019,5,State,urban/rural,Age,statesector,1,Uttarakhand,15 to 29,NA,NA,NA,NA,NA
575,1,0.186727598,0.14703612,0.215086237,0.367675543,0.083474502,1,2019,5,State,urban/rural,Age,statesector,1,Uttarakhand,30 to 45,NA,NA,NA,NA,NA
576,1,0.268353313,0.143886626,0.433738232,0.089331627,0.064690202,1,2019,5,State,urban/rural,Age,statesector,1,Uttarakhand,46 to 64,NA,NA,NA,NA,NA
577,1,0.178150073,0.021512697,0.401316643,0.363269269,0.035751317,1,2019,5,State,urban/rural,Age,statesector,1,Uttarakhand,65+,NA,NA,NA,NA,NA
753,1,0.347249091,0.290012628,0.204595476,0.137308657,0.020834137,1,2019,5,State,All,Education,state,99,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
754,1,0.261570215,0.436493725,0.149599507,0.092643887,0.059692688,1,2019,5,State,All,Education,state,99,Uttarakhand,NA,Primary,NA,NA,NA,NA
755,1,0.256683201,0.398301691,0.180822685,0.127507329,0.036685083,1,2019,5,State,All,Education,state,99,Uttarakhand,NA,Secondary,NA,NA,NA,NA
756,1,0.129450873,0.339533865,0.039143898,0.280862391,0.211008996,1,2019,5,State,All,Education,state,99,Uttarakhand,NA,Higher,NA,NA,NA,NA
757,1,0,0,0,1,0,1,2019,5,State,All,Education,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
1040,1,0.375544339,0.363380611,0.167135879,0.09393917,0,1,2019,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
