,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,year,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
4019,1,0.424044877,0.232544601,0.157328784,0.793571234,0.106532469,0.769280016,0.060079932,0.453975201,0.412038684,0.499607474,2019,5,State,urban/rural,Owns House,statesector,1,Maharashtra,NA,NA,NA,NA,0,NA
4020,0,0.018472729,0.01118371,0.002677219,0.255657494,0.004544163,0.198148444,0.0096879,0.070578448,0.018246535,0.027484659,2019,5,State,urban/rural,Owns House,statesector,1,Maharashtra,NA,NA,NA,NA,1,NA
4021,1,0.431138605,0.263442993,0.222659618,0.832487881,0.14256978,0.621406853,0.064060643,0.262929499,0.273062557,0.221761808,2019,5,State,urban/rural,Owns House,statesector,1,Maharashtra,NA,NA,NA,NA,1,NA
4233,0,0.027736498,0.011604855,0.003247383,0.267537236,0.012788714,0.261628896,0.044250347,0.152237967,0.092405222,0.069014229,2019,5,State,All,Agri Land,state,99,Maharashtra,NA,NA,NA,NA,NA,0
4234,1,0.425950736,0.199009359,0.077096194,0.739391625,0.140271574,0.710931242,0.260166883,0.685858965,0.654537916,0.483105183,2019,5,State,All,Agri Land,state,99,Maharashtra,NA,NA,NA,NA,NA,0
4235,0,0.026353247,0.008086919,0.004259203,0.303496301,0.010904531,0.213616863,0.121574976,0.262084514,0.248341203,0.05981176,2019,5,State,All,Agri Land,state,99,Maharashtra,NA,NA,NA,NA,NA,1
4236,1,0.320821434,0.098837018,0.100013673,0.772081375,0.121188357,0.660117745,0.396829426,0.752851903,0.771524131,0.415788263,2019,5,State,All,Agri Land,state,99,Maharashtra,NA,NA,NA,NA,NA,1
4452,0,0.0407768,0.008497882,0.004044933,0.310849756,0.023381205,0.291008085,0.103611194,0.292440295,0.212922767,0.112232402,2019,5,State,urban/rural,Agri Land,statesector,0,Maharashtra,NA,NA,NA,NA,NA,0
4453,1,0.412433207,0.171645805,0.055573355,0.719898701,0.157993615,0.709164441,0.323469371,0.792330801,0.762092113,0.528619647,2019,5,State,urban/rural,Agri Land,statesector,0,Maharashtra,NA,NA,NA,NA,NA,0
4454,0,0.029527042,0.007781415,0.004300551,0.304562658,0.012911611,0.215034604,0.14404279,0.30581364,0.299236953,0.064670146,2019,5,State,urban/rural,Agri Land,statesector,0,Maharashtra,NA,NA,NA,NA,NA,1
4455,1,0.32964468,0.1029405,0.076374374,0.763626993,0.105853997,0.671650708,0.414240927,0.77962923,0.791247845,0.423105359,2019,5,State,urban/rural,Agri Land,statesector,0,Maharashtra,NA,NA,NA,NA,NA,1
4456,0,0.020301163,0.013376391,0.002792635,0.242841259,0.006749076,0.244877443,0.010403919,0.07229726,0.023688409,0.044372048,2019,5,State,urban/rural,Agri Land,statesector,1,Maharashtra,NA,NA,NA,NA,NA,0
4457,1,0.467339367,0.282792419,0.142995894,0.799076021,0.086009368,0.716340899,0.066344254,0.359858245,0.325223088,0.343746841,2019,5,State,urban/rural,Agri Land,statesector,1,Maharashtra,NA,NA,NA,NA,NA,0
4458,0,0.011645943,0.00950262,0.004067597,0.298554718,0.001603761,0.20704703,0.017459508,0.059444547,0.012491186,0.037298098,2019,5,State,urban/rural,Agri Land,statesector,1,Maharashtra,NA,NA,NA,NA,NA,1
4459,1,0.13664414,0.013180493,0.593462706,0.948558331,0.441279352,0.419377804,0.033380345,0.193899825,0.359809339,0.263050228,2019,5,State,urban/rural,Agri Land,statesector,1,Maharashtra,NA,NA,NA,NA,NA,1
4622,0,0.019709691,0.013089958,0.004730053,0.269476473,0.036179937,0.40050739,0.091267236,0.187164143,0.295448363,0.07641536,2015,4,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
4623,1,0.284118176,0.180679679,0.059351888,0.797888994,0.207815751,0.857331455,0.366862923,0.719276011,0.870474637,0.442411095,2015,4,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
4730,0,0.01816364,0.009780106,0.004216238,0.289152175,0.03610402,0.428859115,0.161418915,0.328817934,0.560741723,0.104066677,2015,4,State,urban/rural,All Households,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
4731,1,0.265249878,0.161094978,0.043176688,0.791888952,0.214952692,0.869445264,0.40537113,0.777218699,0.951199949,0.455338627,2015,4,State,urban/rural,All Households,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
4732,0,0.02109826,0.016062668,0.005191531,0.251804978,0.036248121,0.375043571,0.028261224,0.059939235,0.057177883,0.051580608,2015,4,State,urban/rural,All Households,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
4733,1,0.392849267,0.293539315,0.152563766,0.832465291,0.166688144,0.787523746,0.144954026,0.385372996,0.405283749,0.367914349,2015,4,State,urban/rural,All Households,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
4999,0,0.011953057,0.017151807,0.001772384,0.365225405,0.087096058,0.529405951,0.086674951,0.129937977,0.246183455,0.193653211,2015,4,State,All,Age,state,99,Maharashtra,15 to 29,NA,NA,NA,NA,NA
5000,1,0.303584427,0.11130964,0.085480399,0.921358824,0.243900642,0.899160683,0.324910492,0.671808422,0.822181284,0.471024394,2015,4,State,All,Age,state,99,Maharashtra,15 to 29,NA,NA,NA,NA,NA
5001,0,0.018694656,0.019944709,0.003167683,0.251889706,0.049466286,0.46351701,0.096268095,0.190632522,0.290426195,0.08525946,2015,4,State,All,Age,state,99,Maharashtra,30 to 45,NA,NA,NA,NA,NA
5002,1,0.276678413,0.206455603,0.045612667,0.834913909,0.212731317,0.885748744,0.373251885,0.691262007,0.842640698,0.455235749,2015,4,State,All,Age,state,99,Maharashtra,30 to 45,NA,NA,NA,NA,NA
5003,0,0.016889866,0.009250521,0.004098822,0.271888047,0.026826229,0.368481427,0.088806525,0.171911925,0.282376736,0.056454003,2015,4,State,All,Age,state,99,Maharashtra,46 to 64,NA,NA,NA,NA,NA
5004,1,0.236978412,0.193330914,0.063801028,0.802309215,0.207616299,0.843057275,0.383818805,0.752877772,0.894027889,0.389160424,2015,4,State,All,Age,state,99,Maharashtra,46 to 64,NA,NA,NA,NA,NA
5005,0,0.030062428,0.007598208,0.009980999,0.274299204,0.019179517,0.319351315,0.088381335,0.229799002,0.347666413,0.075861968,2015,4,State,All,Age,state,99,Maharashtra,65+,NA,NA,NA,NA,NA
5006,1,0.358576983,0.149944663,0.062942497,0.693203092,0.188118234,0.822753787,0.347658843,0.726206422,0.89242065,0.493771166,2015,4,State,All,Age,state,99,Maharashtra,65+,NA,NA,NA,NA,NA
5007,0,0.138452962,0,0,0.132579118,0,0.50603503,0.06319169,0.472176641,0.492666364,0.206598133,2015,4,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
5008,1,0.351734608,0,0,1,0,1,0,0.648265362,1,0.351734608,2015,4,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
5484,0,0.004609383,0.008162976,0.003891143,0.419250518,0.068384491,0.532570422,0.162361726,0.253606796,0.493886292,0.188365504,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,15 to 29,NA,NA,NA,NA,NA
5485,1,0.247505724,0.123404913,0.057552885,0.913196802,0.231076121,0.889643192,0.402611434,0.723795176,0.945194483,0.488750398,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,15 to 29,NA,NA,NA,NA,NA
5486,0,0.009673988,0.013673512,0.003799385,0.261856019,0.04559106,0.50160259,0.176618263,0.344107598,0.568915725,0.111105874,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,30 to 45,NA,NA,NA,NA,NA
5487,1,0.243819818,0.182652742,0.03834369,0.836426735,0.218841583,0.898936033,0.413581491,0.775398552,0.948493361,0.47369796,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,30 to 45,NA,NA,NA,NA,NA
5488,0,0.016188251,0.007337262,0.0029375,0.30560559,0.03342966,0.398395002,0.158762053,0.310807347,0.553527117,0.087911867,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,46 to 64,NA,NA,NA,NA,NA
5489,1,0.223187163,0.178772435,0.04783842,0.792954445,0.225580454,0.866116047,0.420746863,0.802203059,0.96113652,0.403669268,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,46 to 64,NA,NA,NA,NA,NA
5490,0,0.037222426,0.008593255,0.007305626,0.27796948,0.02070073,0.354416162,0.142686591,0.352013826,0.573509932,0.108136021,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,65+,NA,NA,NA,NA,NA
5491,1,0.363028795,0.1170858,0.038344949,0.691571891,0.188841268,0.827803969,0.372249514,0.758912742,0.941892385,0.497307301,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,65+,NA,NA,NA,NA,NA
5492,0,0.254575402,0,0,0,0,0.621170044,0.116191447,0.315139025,0.35281381,0.379874855,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
5493,1,0,0,0,1,0,1,0,1,1,0,2015,4,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
5494,0,0.016879229,0.023181556,0.000351111,0.328985095,0.099647865,0.527283192,0.035903897,0.046980329,0.080023184,0.197200224,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,15 to 29,NA,NA,NA,NA,NA
5495,1,0.477067113,0.073892221,0.171875775,0.946608484,0.283574015,0.928603709,0.084538139,0.51098454,0.441632926,0.416188002,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,15 to 29,NA,NA,NA,NA,NA
5496,0,0.02612499,0.025110299,0.002647348,0.243680418,0.052658312,0.432145864,0.030083558,0.064214908,0.061034016,0.063969739,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,30 to 45,NA,NA,NA,NA,NA
5497,1,0.443990082,0.327656657,0.082625359,0.827210903,0.181618646,0.818600833,0.167898849,0.26284948,0.303652316,0.361228585,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,30 to 45,NA,NA,NA,NA,NA
5498,0,0.017482478,0.010866528,0.005079716,0.243408993,0.02124873,0.343215346,0.02971952,0.054595783,0.053353243,0.029883541,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,46 to 64,NA,NA,NA,NA,NA
5499,1,0.332045734,0.293687075,0.173836231,0.866794527,0.08378385,0.684105635,0.129262179,0.412863314,0.43142727,0.289146453,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,46 to 64,NA,NA,NA,NA,NA
5500,0,0.0206351,0.006288062,0.013503572,0.269466668,0.017176587,0.273182601,0.016879432,0.068882845,0.050305847,0.033367816,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,65+,NA,NA,NA,NA,NA
5501,1,0.326315671,0.388065338,0.241195306,0.705023766,0.182878494,0.786156595,0.16945599,0.489191055,0.533910155,0.468145549,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,65+,NA,NA,NA,NA,NA
5502,0,0,0,0,0.290653408,0,0.368759423,0,0.659412801,0.659412801,0,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
5503,1,1,0,0,1,0,1,0,0,1,1,2015,4,State,urban/rural,Age,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
5989,0,0.060365122,0.016634699,0.007608732,0.28257522,0.048078761,0.567718327,0.128375992,0.27701816,0.466715664,0.130442023,2015,4,State,All,Education,state,99,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
5990,1,0.450795025,0.198011816,0.055817455,0.709955275,0.275729567,0.888816595,0.360006213,0.749606609,0.888545752,0.527374446,2015,4,State,All,Education,state,99,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
5991,0,0.051872157,0.017753927,0.002976544,0.287377149,0.036617063,0.476792186,0.105665937,0.255937397,0.424257487,0.086734913,2015,4,State,All,Education,state,99,Maharashtra,NA,Primary,NA,NA,NA,NA
5992,1,0.335968703,0.155889779,0.051244866,0.780964136,0.178243086,0.86100471,0.374622434,0.706757069,0.877042651,0.417116046,2015,4,State,All,Education,state,99,Maharashtra,NA,Primary,NA,NA,NA,NA
5993,0,0,0.012022714,0.005109879,0.275748193,0.034323722,0.380974352,0.082669966,0.164422438,0.247376487,0.068553999,2015,4,State,All,Education,state,99,Maharashtra,NA,Secondary,NA,NA,NA,NA
5994,1,0,0.177155688,0.067309931,0.938012481,0.143506914,0.819175184,0.372320741,0.695937932,0.852303624,0.349710613,2015,4,State,All,Education,state,99,Maharashtra,NA,Secondary,NA,NA,NA,NA
5995,0,0,0.004475002,0.0024743,0.196581334,0.027883042,0.149035722,0.056378327,0.060723569,0.076001652,0.025890609,2015,4,State,All,Education,state,99,Maharashtra,NA,Higher,NA,NA,NA,NA
5996,1,0,0.266976237,0.179350972,0.921908617,0.117078848,0.601815581,0.278323621,0.534793794,0.555075049,0.307685763,2015,4,State,All,Education,state,99,Maharashtra,NA,Higher,NA,NA,NA,NA
5997,0,0.010637001,0.094442561,0,0.399967194,0.077877216,0.655264676,0.2069318,0.166481256,0.37504679,0.070065536,2015,4,State,All,Education,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
5998,1,0.072409108,0,0,1,0,1,0.681414545,0.927590907,0.868442595,0.618593872,2015,4,State,All,Education,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
6492,0,0.046863455,0.00800716,0.004170494,0.281617284,0.053433761,0.546714842,0.191639602,0.41838631,0.732359469,0.166063353,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
6493,1,0.428883225,0.191384971,0.035403486,0.702005565,0.290321976,0.898217797,0.401480347,0.805891275,0.971835494,0.545102179,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
6494,0,0.039235964,0.013296792,0.00228997,0.278908372,0.038429938,0.461212367,0.16854018,0.38061288,0.664042294,0.106872626,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,Primary,NA,NA,NA,NA
6495,1,0.304751098,0.129495591,0.047246732,0.772721291,0.181006819,0.873700082,0.401733398,0.770895898,0.952930093,0.432548046,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,Primary,NA,NA,NA,NA
6496,0,0,0.008236944,0.004944032,0.303593367,0.031257432,0.394360989,0.150810733,0.29554224,0.490253747,0.08799421,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,Secondary,NA,NA,NA,NA
6497,1,0,0.153014898,0.046770532,0.935567439,0.143853888,0.82602638,0.4139525,0.74258697,0.927913606,0.350915521,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,Secondary,NA,NA,NA,NA
6498,0,0,0.013515509,0.005809828,0.238592312,0.018088086,0.252368927,0.132219866,0.155812025,0.259582758,0.047462437,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,Higher,NA,NA,NA,NA
6499,1,0,0.090567693,0.135250047,0.918166518,0.160190925,0.797410727,0.399917811,0.754834771,0.745822608,0.40395388,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,Higher,NA,NA,NA,NA
6500,0,0.030627575,0,0,0.460575372,0,0.655593991,0.235163584,0.316743404,0.709611773,0.075417504,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
6501,1,0,0,0,1,0,1,0.734606802,1,0.858173013,0.588820755,2015,4,State,urban/rural,Education,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
6502,0,0.078052394,0.027936833,0.012112848,0.283830136,0.041063681,0.595233023,0.045500249,0.091824904,0.118720524,0.083777823,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
6503,1,0.571808398,0.234610185,0.168558568,0.75385952,0.195139334,0.836896002,0.130955145,0.438760877,0.428558111,0.429468483,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
6504,0,0.06862928,0.023664627,0.003887023,0.298607796,0.034212969,0.497452885,0.022287073,0.090602599,0.106273755,0.060029868,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,Primary,NA,NA,NA,NA
6505,1,0.522274852,0.313409984,0.075105667,0.83015728,0.161749199,0.785238981,0.212824449,0.32397756,0.424147129,0.325018197,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,Primary,NA,NA,NA,NA
6506,0,0,0.015209431,0.005249483,0.252309173,0.036904808,0.369705975,0.025311677,0.054050814,0.042931695,0.052189965,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,Secondary,NA,NA,NA,NA
6507,1,0,0.329114109,0.196598813,0.953402936,0.141322881,0.776049078,0.110262208,0.402297258,0.376362979,0.342126042,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,Secondary,NA,NA,NA,NA
6508,0,0,0.001121732,0.001237099,0.180998787,0.031516146,0.110707782,0.028247483,0.025453737,0.007908472,0.017889271,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,Higher,NA,NA,NA,NA
6509,1,0,0.670767426,0.280295998,0.930474222,0.018397246,0.154107183,0,0.031129953,0.118462376,0.087332428,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,Higher,NA,NA,NA,NA
6510,0,0,0.144695535,0,0.367717534,0.119315751,0.655089498,0.191909641,0.08652664,0.197024494,0.067217745,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
6511,1,1,0,0,1,0,1,0,0,1,1,2015,4,State,urban/rural,Education,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
6918,0,0.016861891,0.012822821,0.004518718,0.270143241,0.035327908,0.393635422,0.093593411,0.187833786,0.302356958,0.07432697,2015,4,State,All,Gender,state,99,Maharashtra,NA,NA,1,NA,NA,NA
6919,1,0.264829308,0.185213134,0.060648419,0.814271748,0.205138206,0.861719847,0.373200178,0.720036864,0.873552382,0.425317079,2015,4,State,All,Gender,state,99,Maharashtra,NA,NA,1,NA,NA,NA
6920,0,0.044973101,0.01549364,0.006623778,0.263714105,0.043838628,0.461722791,0.070534982,0.180786386,0.233482972,0.094881669,2015,4,State,All,Gender,state,99,Maharashtra,NA,NA,2,NA,NA,NA
6921,1,0.451881528,0.141502827,0.048159365,0.655003965,0.231436223,0.818921447,0.312273204,0.712763369,0.843491435,0.591315746,2015,4,State,All,Gender,state,99,Maharashtra,NA,NA,2,NA,NA,NA
6922,0,0.138452962,0,0,0.132579118,0,0.50603503,0.06319169,0.472176641,0.492666364,0.206598133,2015,4,State,All,Gender,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
6923,1,0.351734608,0,0,1,0,1,0,0.648265362,1,0.351734608,2015,4,State,All,Gender,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
7193,0,0.016199142,0.009684714,0.00410989,0.288728476,0.034643229,0.427320719,0.164594278,0.326247096,0.563771427,0.100003242,2015,4,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,1,NA,NA,NA
7194,1,0.247826666,0.1626416,0.044991005,0.811087489,0.209144846,0.873098731,0.408534497,0.776268184,0.951671481,0.434115678,2015,4,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,1,NA,NA,NA
7195,0,0.040491249,0.010907649,0.00545964,0.294661462,0.053138878,0.446329325,0.124642022,0.358696014,0.525987804,0.150684685,2015,4,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,2,NA,NA,NA
7196,1,0.430792898,0.146632493,0.026027471,0.609583616,0.27029407,0.834638357,0.375886053,0.785951316,0.946667254,0.657150626,2015,4,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,2,NA,NA,NA
7197,0,0.254575402,0,0,0,0,0.621170044,0.116191447,0.315139025,0.35281381,0.379874855,2015,4,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
7198,1,0,0,0,1,0,1,0,1,1,0,2015,4,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
7199,0,0.017484602,0.015771337,0.004902845,0.252680808,0.035971224,0.361985266,0.026882099,0.05778281,0.056735996,0.050201941,2015,4,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,1,NA,NA,NA
7200,1,0.368791074,0.323225647,0.156384915,0.833741426,0.180639863,0.792144179,0.157150224,0.376213104,0.395896822,0.371518463,2015,4,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,1,NA,NA,NA
7201,0,0.047634196,0.018216567,0.007314983,0.245339155,0.038316611,0.470862687,0.038408972,0.07515271,0.059808493,0.061748683,2015,4,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,2,NA,NA,NA
7202,1,0.530646265,0.122343823,0.130820692,0.824646354,0.086304538,0.760219634,0.074682958,0.439410746,0.458135813,0.345426321,2015,4,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,2,NA,NA,NA
7203,0,0,0,0,0.290653408,0,0.368759423,0,0.659412801,0.659412801,0,2015,4,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
7204,1,1,0,0,1,0,1,0,0,1,1,2015,4,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
7562,0,0.353202641,0,0,0.00385471,0.08114998,0.453032374,0.036823917,0.110927857,0.113385685,0.340255022,2015,4,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,1,NA,NA
7563,1,0.992723763,0,0,0.03728516,0.382843822,0.851538301,0.272876918,0.791349292,0.87487191,0.946539223,2015,4,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,1,NA,NA
7564,0,0.064347573,0.003381849,0.004116786,0.109916799,0.062118597,0.393947005,0.071386747,0.171455532,0.226342261,0.152334899,2015,4,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,2 to 3,NA,NA
7565,1,0.723194659,0.024946207,0.029426949,0.36127159,0.275643885,0.859103799,0.341394007,0.729495406,0.872402847,0.711381316,2015,4,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,2 to 3,NA,NA
7566,0,0.011749093,0.011245796,0.003903355,0.237320498,0.033349168,0.41724509,0.095744096,0.197370186,0.282215625,0.071106553,2015,4,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,4 to 6,NA,NA
7567,1,0.261951834,0.137435645,0.04568914,0.854772031,0.210642874,0.879329264,0.356086463,0.73653996,0.864342093,0.444279104,2015,4,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,4 to 6,NA,NA
7568,0,0.001144849,0.023011476,0.007017293,0.438066483,0.026188929,0.366320997,0.094581753,0.176220089,0.36891073,0.036495548,2015,4,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,7+,NA,NA
7569,1,0.129510537,0.299296468,0.090762369,0.908550918,0.171753436,0.827789962,0.395222455,0.688704789,0.877690256,0.32298407,2015,4,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,7+,NA,NA
