sector,state,state_sec_quint,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,books,stationary,schoolbag,clothing,footwear,year
urban,Uttrakhand,1,0.569,0,0.154,0.251,0,0.367,0.017,0,0.253,0.072,0.018,0,0.005,0,0,0.233,0,0.017,0.047,0.017,2022
rural,Uttrakhand,2,0.394,0,0.445,0.423,0.004,0.413,0.03,0.077,0.409,0.019,0.149,0.001,0.08,0,0,0.383,0.007,0.058,0.166,0.052,2022
urban,Uttrakhand,2,0.267,0,0.191,0.149,0,0.536,0,0.041,0.459,0.031,0.013,0,0.013,0,0.013,0.146,0,0,0.038,0.021,2022
rural,Uttrakhand,3,0.354,0,0.387,0.324,0,0.521,0.007,0.019,0.414,0.016,0.095,0.002,0.06,0,0.009,0.28,0.005,0.021,0.15,0.06,2022
urban,Uttrakhand,3,0.31,0,0.089,0.141,0,0.558,0.004,0.011,0.464,0.062,0.027,0,0.023,0,0,0.138,0.004,0.017,0.016,0.011,2022
rural,Uttrakhand,4,0.295,0,0.398,0.229,0,0.492,0.021,0.018,0.506,0.079,0.076,0,0.048,0,0,0.218,0,0.008,0.162,0.113,2022
urban,Uttrakhand,4,0.137,0,0.108,0.012,0.001,0.589,0.023,0.003,0.415,0.061,0.012,0.004,0.008,0,0,0.012,0,0,0.001,0,2022
rural,Uttrakhand,5,0.309,0,0.261,0.071,0,0.577,0.002,0,0.432,0.033,0.016,0,0.013,0,0,0.06,0.006,0.01,0.039,0.03,2022
urban,Uttrakhand,5,0.101,0,0.056,0.002,0,0.595,0.021,0,0.322,0.034,0.016,0,0.016,0,0,0.002,0,0.002,0,0,2022
all,Uttrakhand,1,0.425,0,0.412,0.374,0.011,0.397,0.008,0.04,0.382,0.03,0.092,0,0.05,0,0,0.355,0,0.059,0.147,0.073,2022
all,Uttrakhand,2,0.403,0,0.394,0.392,0.003,0.434,0.024,0.06,0.392,0.018,0.117,0.001,0.058,0,0.003,0.356,0.006,0.046,0.152,0.055,2022
all,Uttrakhand,3,0.32,0,0.36,0.277,0,0.515,0.01,0.026,0.435,0.039,0.067,0.001,0.047,0,0.007,0.249,0.004,0.015,0.13,0.063,2022
all,Uttrakhand,4,0.311,0,0.318,0.162,0,0.549,0.014,0.009,0.48,0.065,0.061,0.001,0.04,0,0,0.153,0.002,0.011,0.1,0.071,2022
all,Uttrakhand,5,0.226,0,0.172,0.041,0,0.569,0.01,0.001,0.416,0.032,0.013,0,0.011,0,0,0.032,0.004,0.004,0.021,0.017,2022
all,Uttrakhand,99,0.337,0,0.331,0.249,0.003,0.493,0.013,0.027,0.421,0.037,0.07,0.001,0.041,0,0.002,0.229,0.003,0.027,0.11,0.056,2022
rural,Uttrakhand,99,0.353,0,0.387,0.286,0.004,0.483,0.013,0.031,0.431,0.033,0.084,0.001,0.049,0,0.002,0.262,0.004,0.032,0.134,0.068,2022
urban,Uttrakhand,99,0.277,0,0.119,0.111,0,0.529,0.013,0.011,0.383,0.052,0.017,0.001,0.013,0,0.003,0.106,0.001,0.007,0.02,0.01,2022
1,Uttrakhand,1,0.943,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttrakhand,2,0.955,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttrakhand,3,0.942,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttrakhand,4,0.833,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttrakhand,5,0.829,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttrakhand,1,0.76,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttrakhand,2,0.729,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttrakhand,3,0.74,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttrakhand,4,0.672,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttrakhand,5,0.473,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttrakhand,1,0.886,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttrakhand,2,0.913,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttrakhand,3,0.874,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttrakhand,4,0.812,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttrakhand,5,0.715,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttrakhand,99,0.84,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttrakhand,99,0.9,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttrakhand,99,0.676,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,West Bengal,1,0.027,0.083,0.986,0.494,0.005,0.147,0.076,0.122,0.812,0.035,0.051,0,0,0.003,0.027,0.476,0.182,0.141,0.145,0.081,2022
urban,West Bengal,1,0.043,0.063,0.897,0.496,0.002,0.374,0.044,0.103,0.709,0.067,0.032,0,0.001,0.005,0.01,0.482,0.166,0.153,0.11,0.044,2022
rural,West Bengal,2,0.037,0.088,0.987,0.506,0.001,0.187,0.069,0.09,0.797,0.043,0.046,0,0.001,0.003,0.028,0.483,0.206,0.148,0.148,0.082,2022
urban,West Bengal,2,0.044,0.044,0.856,0.46,0.001,0.473,0.038,0.068,0.689,0.053,0.034,0,0.001,0.006,0.018,0.453,0.194,0.147,0.101,0.033,2022
rural,West Bengal,3,0.047,0.088,0.979,0.496,0.003,0.235,0.073,0.075,0.786,0.04,0.06,0,0,0.011,0.037,0.482,0.21,0.179,0.146,0.087,2022
urban,West Bengal,3,0.031,0.035,0.788,0.391,0.001,0.434,0.017,0.062,0.609,0.034,0.035,0,0.002,0.001,0.022,0.386,0.165,0.123,0.068,0.013,2022
rural,West Bengal,4,0.048,0.071,0.948,0.47,0.001,0.282,0.056,0.069,0.778,0.051,0.055,0,0,0.003,0.028,0.458,0.209,0.159,0.146,0.075,2022
urban,West Bengal,4,0.025,0.027,0.671,0.247,0.002,0.36,0.027,0.04,0.58,0.031,0.034,0,0,0.003,0.019,0.231,0.089,0.069,0.067,0.016,2022
rural,West Bengal,5,0.04,0.081,0.917,0.361,0.003,0.297,0.052,0.039,0.738,0.036,0.059,0,0,0.007,0.038,0.342,0.148,0.094,0.127,0.052,2022
urban,West Bengal,5,0.034,0.01,0.382,0.11,0.001,0.353,0.019,0.047,0.487,0.019,0.018,0.001,0,0.001,0.012,0.099,0.03,0.024,0.029,0.01,2022
all,West Bengal,1,0.031,0.077,0.964,0.495,0.004,0.199,0.069,0.121,0.793,0.045,0.045,0,0,0.003,0.023,0.478,0.178,0.14,0.137,0.073,2022
all,West Bengal,2,0.041,0.082,0.966,0.503,0.001,0.247,0.059,0.088,0.776,0.045,0.047,0,0.001,0.006,0.029,0.484,0.207,0.158,0.14,0.074,2022
all,West Bengal,3,0.046,0.076,0.941,0.479,0.002,0.293,0.067,0.066,0.749,0.041,0.057,0,0,0.008,0.034,0.467,0.208,0.17,0.131,0.072,2022
all,West Bengal,4,0.039,0.063,0.893,0.425,0.001,0.316,0.043,0.06,0.725,0.044,0.048,0,0,0.003,0.025,0.412,0.183,0.132,0.126,0.054,2022
all,West Bengal,5,0.035,0.049,0.713,0.252,0.002,0.328,0.037,0.04,0.637,0.029,0.042,0,0,0.005,0.026,0.236,0.094,0.065,0.085,0.032,2022
all,West Bengal,99,0.038,0.07,0.895,0.431,0.002,0.276,0.055,0.075,0.736,0.041,0.048,0,0,0.005,0.027,0.416,0.174,0.133,0.124,0.061,2022
rural,West Bengal,99,0.04,0.083,0.963,0.465,0.003,0.229,0.065,0.079,0.782,0.041,0.054,0,0,0.005,0.031,0.448,0.191,0.144,0.142,0.075,2022
urban,West Bengal,99,0.035,0.036,0.719,0.341,0.001,0.399,0.029,0.064,0.615,0.041,0.031,0,0.001,0.003,0.016,0.33,0.129,0.103,0.075,0.023,2022
1,West Bengal,1,0.568,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,West Bengal,2,0.542,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,West Bengal,3,0.568,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,West Bengal,4,0.551,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,West Bengal,5,0.399,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,West Bengal,1,0.517,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,West Bengal,2,0.411,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,West Bengal,3,0.278,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,West Bengal,4,0.132,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,West Bengal,5,0.065,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,West Bengal,1,0.553,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,West Bengal,2,0.53,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,West Bengal,3,0.539,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,West Bengal,4,0.44,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,West Bengal,5,0.234,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,West Bengal,99,0.459,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,West Bengal,99,0.526,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,West Bengal,99,0.281,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
