,state_n,State,sector,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,round,m_poor_1_33,m_poor_1_50,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,SourceSheet
2662,26,Odisha,1,NA,Secondary,NA,NA,NA,4,0.059380066,0.004876464,0.050799701,0.118625306,0.219451293,0.31270957,0.298414141,statesector
2665,26,Odisha,1,NA,NA,NA,NA,NA,4,0.156967223,0.092139497,0.188271299,0.164778501,0.207594737,0.123135112,0.316220343,statesector
2668,26,Odisha,0,NA,NA,2,NA,NA,4,0.474127501,0.124094181,0.505891085,0.245140806,0.162607044,0.069628492,0.016732583,statesector
2669,26,Odisha,1,65+,NA,NA,NA,NA,4,0.101620652,0.01746325,0.100230902,0.11695078,0.150308996,0.216312379,0.416196942,statesector
2675,26,Odisha,1,NA,Primary,NA,NA,NA,4,0.211641625,0.06136873,0.163137227,0.226620838,0.261159778,0.238338739,0.110743418,statesector
2676,26,Odisha,0,65+,NA,NA,NA,NA,4,0.415050298,0.058598477,0.411508828,0.263657242,0.181525886,0.105207294,0.038100734,statesector
2677,26,Odisha,0,NA,NA,1,NA,NA,4,0.399248987,0.112078525,0.425652385,0.28678003,0.180462256,0.081293412,0.025811929,statesector
2678,26,Odisha,1,46 to 64,NA,NA,NA,NA,4,0.096453734,0.01990792,0.087255746,0.1206268,0.164415121,0.239756435,0.38794589,statesector
2679,26,Odisha,1,30 to 45,NA,NA,NA,NA,4,0.158477247,0.051716927,0.120324567,0.150926575,0.236530423,0.269439727,0.222778708,statesector
2680,26,Odisha,1,NA,No education / Preschool,NA,NA,NA,4,0.398269087,0.135375053,0.337986141,0.258213669,0.24277404,0.134126082,0.026900087,statesector
2682,26,Odisha,1,NA,NA,NA,2 to 3,NA,4,0.122698434,0.025354777,0.117997512,0.130960777,0.163023785,0.243427351,0.344590575,statesector
2683,26,Odisha,0,NA,Secondary,NA,NA,NA,4,0.224905074,0.017612094,0.269012988,0.315556616,0.258217096,0.12165159,0.035561714,statesector
2685,26,Odisha,0,NA,NA,NA,NA,0,4,0.382717133,0.107318632,0.400758952,0.284815162,0.199139565,0.087515548,0.027770745,statesector
2688,26,Odisha,0,15 to 29,NA,NA,NA,NA,4,0.577717602,0.216728136,0.519136727,0.289364934,0.142273158,0.04010297,0.009122217,statesector
2690,26,Odisha,0,NA,NA,NA,NA,NA,4,0.39262712,0.160149902,0.522814035,0.22244145,0.144703433,0.08815328,0.021887803,statesector
2691,26,Odisha,1,15 to 29,NA,NA,NA,NA,4,0.324239433,0.106811881,0.232577458,0.254461259,0.258985758,0.177483305,0.07649222,statesector
2692,26,Odisha,1,NA,NA,NA,7+,NA,4,0.181975514,0.042291827,0.100219883,0.174523324,0.215981707,0.228481308,0.280793786,statesector
2693,26,Odisha,1,NA,NA,NA,NA,1,4,0.14320755,0.03483681,0.114871405,0.152271405,0.193741202,0.226327881,0.312788099,statesector
2694,26,Odisha,0,NA,Higher,NA,NA,NA,4,0.071332201,0.002153683,0.082848676,0.133907154,0.259806752,0.330613256,0.192824155,statesector
2695,26,Odisha,0,NA,Primary,NA,NA,NA,4,0.452764452,0.12402799,0.442117989,0.327655286,0.167747915,0.053364191,0.009114622,statesector
2697,26,Odisha,1,NA,NA,NA,NA,NA,4,0.135613844,0.037329335,0.110814795,0.140073478,0.195567206,0.243606687,0.309937835,statesector
2698,26,Odisha,1,NA,NA,NA,4 to 6,NA,4,0.130208194,0.044858549,0.104000211,0.13506116,0.210404098,0.249486893,0.301047623,statesector
2699,26,Odisha,1,NA,NA,NA,1,NA,4,0.1991072,0.023085242,0.178180173,0.198201314,0.216809884,0.201846555,0.20496206,statesector
2700,26,Odisha,0,46 to 64,NA,NA,NA,NA,4,0.351887643,0.080190487,0.407160819,0.286043257,0.187817022,0.08731471,0.031664196,statesector
2702,26,Odisha,0,NA,NA,NA,NA,NA,4,0.409493715,0.113722481,0.436662436,0.281066447,0.178012222,0.079692796,0.024566095,statesector
2703,26,Odisha,0,30 to 45,NA,NA,NA,NA,4,0.433452785,0.150430799,0.46095556,0.28146413,0.173556298,0.069236375,0.014787638,statesector
2704,27,Puducherry,0,NA,NA,2,NA,NA,4,0.164474204,0,0.118808337,0.251133919,0.341069549,0.183450878,0.105537318,statesector
2705,27,Puducherry,0,NA,NA,1,NA,NA,4,0.066744901,0.004667534,0.060962304,0.172597706,0.259672731,0.356691867,0.150075406,statesector
2706,27,Puducherry,0,30 to 45,NA,NA,NA,NA,4,0.070312843,0,0.082356736,0.167653009,0.295185715,0.332999021,0.121805504,statesector
2710,27,Puducherry,0,15 to 29,NA,NA,NA,NA,4,0.196378767,0.101095006,0.02112888,0.439319402,0.152713418,0.25713411,0.129704192,statesector
2713,27,Puducherry,1,NA,NA,NA,NA,NA,4,0,0,0,0,0.024226254,0.950536728,0.025237041,statesector
2717,27,Puducherry,1,NA,NA,1,NA,NA,4,0.017503504,0.00293432,0.008697482,0.052007712,0.170153379,0.301908433,0.467233002,statesector
2724,27,Puducherry,1,NA,NA,NA,7+,NA,4,0.010594258,0,0.031960569,0.059814975,0.260297179,0.157778651,0.490148634,statesector
2734,27,Puducherry,1,NA,NA,NA,NA,1,4,0.025241796,0.000228982,0.016624089,0.05655526,0.18389678,0.269726247,0.473197609,statesector
2735,27,Puducherry,1,NA,NA,2,NA,NA,4,0.056406133,0.000778395,0.034222309,0.073663555,0.200813621,0.334671199,0.356629312,statesector
2736,27,Puducherry,1,NA,Primary,NA,NA,NA,4,0.036402687,0.013267359,0.025405712,0.105526932,0.250675201,0.339229852,0.279162288,statesector
2748,27,Puducherry,1,NA,NA,NA,4 to 6,NA,4,0.017583579,0.003584507,0.006440591,0.046620037,0.183504328,0.295502841,0.467932194,statesector
2749,27,Puducherry,0,46 to 64,NA,NA,NA,NA,4,0.056060176,0,0.03844437,0.181757182,0.273425668,0.350754201,0.155618578,statesector
2750,27,Puducherry,0,65+,NA,NA,NA,NA,4,0.166873351,0,0.143030271,0.193379849,0.262142211,0.246932745,0.154514924,statesector
2753,27,Puducherry,0,NA,NA,NA,1,NA,4,0.497212648,0,0.423735857,0.184712559,0.194505304,0.103863627,0.093182646,statesector
2754,27,Puducherry,0,NA,NA,NA,2 to 3,NA,4,0.059495915,0,0.060782243,0.198678806,0.311236411,0.29866001,0.130642533,statesector
2755,27,Puducherry,0,NA,NA,NA,4 to 6,NA,4,0.056346808,0.006170934,0.052009296,0.185896367,0.267952442,0.357899874,0.136242017,statesector
2760,27,Puducherry,1,NA,NA,NA,2 to 3,NA,4,0.017906185,0.001258729,0.005840454,0.064457558,0.131048381,0.368098438,0.430555165,statesector
2762,27,Puducherry,1,NA,No education / Preschool,NA,NA,NA,4,0.082883969,0.002215761,0.039321579,0.089540787,0.293145388,0.409337431,0.168654829,statesector
2763,27,Puducherry,0,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,statesector
2764,27,Puducherry,1,46 to 64,NA,NA,NA,NA,4,0.021096038,0,0.00901066,0.0500395,0.142871007,0.304295808,0.493783027,statesector
2765,27,Puducherry,1,65+,NA,NA,NA,NA,4,0.040655311,0,0.056039128,0.022270428,0.133322328,0.33940351,0.448964596,statesector
2771,27,Puducherry,0,NA,NA,NA,NA,0,4,0.089080013,0.013338517,0.106508344,0.234242573,0.314078242,0.299080282,0.046090573,statesector
2772,27,Puducherry,0,NA,NA,NA,NA,1,4,0.084881738,0.002406073,0.06726373,0.181180447,0.269924432,0.326552331,0.155079067,statesector
2773,27,Puducherry,1,NA,NA,NA,NA,0,4,0.023449706,0.009470529,0.003851985,0.054506611,0.151517227,0.424260557,0.365863621,statesector
2774,27,Puducherry,0,NA,Primary,NA,NA,NA,4,0.140501142,0.01383616,0.133198038,0.22784479,0.287732065,0.285929739,0.065295376,statesector
2776,27,Puducherry,0,NA,Higher,NA,NA,NA,4,0.021098999,0,0.010575712,0.035531759,0.22653538,0.288730085,0.438627064,statesector
2779,27,Puducherry,1,30 to 45,NA,NA,NA,NA,4,0.02623049,0.005993226,0.008216489,0.070875235,0.227928057,0.299568921,0.393411309,statesector
2780,27,Puducherry,1,NA,Higher,NA,NA,NA,4,0,0,0,0.008915856,0.026077138,0.120462529,0.84454447,statesector
2787,27,Puducherry,1,15 to 29,NA,NA,NA,NA,4,0.011763361,0.004442987,0,0.070247225,0.163020045,0.339722991,0.427009732,statesector
2789,27,Puducherry,0,NA,Secondary,NA,NA,NA,4,0.040045537,0,0.033444162,0.163907856,0.231483787,0.403791428,0.167372748,statesector
2793,27,Puducherry,1,NA,NA,NA,NA,NA,4,0.024795551,0.002530206,0.013459126,0.0560476,0.175873041,0.308020294,0.446599931,statesector
2795,27,Puducherry,1,NA,NA,NA,1,NA,4,0.300476909,0,0.212965757,0.16144675,0.311100513,0.270773351,0.043713648,statesector
2798,27,Puducherry,0,NA,NA,NA,7+,NA,4,0.14211075,0,0.040057823,0.164862603,0.261263639,0.269454688,0.264361233,statesector
2800,27,Puducherry,1,NA,Secondary,NA,NA,NA,4,0.009765266,0,0.005385565,0.046832748,0.171267331,0.337562621,0.438951731,statesector
2801,27,Puducherry,0,NA,NA,NA,NA,NA,4,0.08540789,0.003776193,0.072173707,0.187819168,0.27544862,0.32311523,0.141443267,statesector
2809,27,Puducherry,0,NA,No education / Preschool,NA,NA,NA,4,0.163729176,0.006577892,0.132147506,0.254753172,0.372076541,0.187471986,0.053550791,statesector
2812,28,Punjab,0,NA,NA,NA,NA,1,4,0.070926137,0.012733459,0.006458656,0.057072621,0.15979977,0.273100793,0.503568113,statesector
2813,28,Punjab,1,NA,NA,NA,NA,0,4,0.102131531,0.031370793,0.037106235,0.062108722,0.171898246,0.232134625,0.496752173,statesector
2814,28,Punjab,0,NA,NA,NA,NA,0,4,0.157440975,0.02851874,0.054573305,0.121910676,0.230954811,0.243576497,0.348984718,statesector
2818,28,Punjab,0,NA,NA,NA,1,NA,4,0.227264419,0,0.097127713,0.260518909,0.230547562,0.187015206,0.224790603,statesector
2823,28,Punjab,0,NA,NA,2,NA,NA,4,0.074229285,0.008798768,0.008699146,0.070335977,0.156652108,0.254154831,0.510157943,statesector
2830,28,Punjab,0,NA,NA,NA,2 to 3,NA,4,0.082306579,0.004812413,0.010917627,0.098171078,0.177379236,0.252199858,0.461332202,statesector
2831,28,Punjab,1,NA,NA,NA,NA,1,4,0.028723711,0.007565293,0.000893896,0.01357468,0.051641572,0.123910971,0.809978902,statesector
2835,28,Punjab,1,NA,NA,NA,7+,NA,4,0.074358724,0.031309519,0.00804961,0.010885356,0.038295425,0.140268728,0.802500904,statesector
2839,28,Punjab,1,NA,Secondary,NA,NA,NA,4,0.004340189,0,0.002083774,0.004941328,0.043792102,0.107249491,0.84193331,statesector
2840,28,Punjab,1,NA,Higher,NA,NA,NA,4,0.00432796,0,0,0.003450204,0.003048905,0.019092744,0.97440815,statesector
2856,28,Punjab,0,NA,NA,1,NA,NA,4,0.077234633,0.014488844,0.009885672,0.060334831,0.165723071,0.273323685,0.490732729,statesector
2858,28,Punjab,0,NA,NA,NA,4 to 6,NA,4,0.070532188,0.016289333,0.007964646,0.051373024,0.164096296,0.279578209,0.49698782,statesector
2860,28,Punjab,1,NA,NA,NA,2 to 3,NA,4,0.032959282,0.006188967,0.008791555,0.026931649,0.083992146,0.131261051,0.749023616,statesector
2861,28,Punjab,1,NA,NA,NA,4 to 6,NA,4,0.030179156,0.007262408,0.002827196,0.012684655,0.056176174,0.13147223,0.796839714,statesector
2868,28,Punjab,1,15 to 29,NA,NA,NA,NA,4,0.121675245,0.02182178,0.016162064,0.081918657,0.219160616,0.253061771,0.429696888,statesector
2872,28,Punjab,0,NA,NA,NA,7+,NA,4,0.077710107,0.017577942,0.005169703,0.029457662,0.141604424,0.271690786,0.552077413,statesector
2878,28,Punjab,1,NA,Primary,NA,NA,NA,4,0.075247824,0.015465045,0.003433245,0.043993354,0.125986859,0.227319598,0.599266946,statesector
2882,28,Punjab,1,NA,NA,NA,1,NA,4,0.07879813,0.025170095,0.017866682,0.129139438,0.238020495,0.273147464,0.341825932,statesector
2885,28,Punjab,1,65+,NA,NA,NA,NA,4,0.016893802,0.001429136,0.001822995,0.016041521,0.028213961,0.096722819,0.857198715,statesector
2887,28,Punjab,0,NA,NA,NA,NA,NA,4,0.076881386,0.013820038,0.009746977,0.06150388,0.164662749,0.271082997,0.493003368,statesector
2889,28,Punjab,0,15 to 29,NA,NA,NA,NA,4,0.206797257,0.043613408,0.010071803,0.108335555,0.268377692,0.28636989,0.32684505,statesector
2892,28,Punjab,0,46 to 64,NA,NA,NA,NA,4,0.054114692,0.010528614,0.006510342,0.050293308,0.128719226,0.241901189,0.572575927,statesector
2893,28,Punjab,0,65+,NA,NA,NA,NA,4,0.07391005,0.005035101,0.010218455,0.062147055,0.137701496,0.266521811,0.523411214,statesector
2894,28,Punjab,0,NA,Higher,NA,NA,NA,4,0.005972065,0,0,0,0.017826132,0.080616735,0.901557148,statesector
2896,28,Punjab,1,30 to 45,NA,NA,NA,NA,4,0.057456326,0.020295091,0.008579238,0.025507893,0.103472367,0.188983142,0.673457325,statesector
2897,28,Punjab,1,NA,NA,NA,NA,NA,4,0.037667952,0.010465831,0.005287993,0.019463925,0.066233829,0.137043104,0.771971166,statesector
2899,28,Punjab,0,30 to 45,NA,NA,NA,NA,4,0.089198627,0.019023996,0.013690048,0.068854302,0.212990075,0.310150802,0.394314766,statesector
2902,28,Punjab,0,NA,Secondary,NA,NA,NA,4,0.017528098,0.000520623,0.001952274,0.021936249,0.104189262,0.253730595,0.6181916,statesector
2903,28,Punjab,1,46 to 64,NA,NA,NA,NA,4,0.01962664,0.005011762,0.002733249,0.00807723,0.032967474,0.098282948,0.857939124,statesector
2904,28,Punjab,1,NA,No education / Preschool,NA,NA,NA,4,0.144085914,0.04847835,0.021176241,0.061561637,0.153495088,0.275787711,0.487979323,statesector
2905,28,Punjab,1,NA,NA,1,NA,NA,4,0.037608463,0.010614499,0.005686405,0.019418901,0.070373401,0.135977536,0.76854378,statesector
2906,28,Punjab,1,NA,NA,2,NA,NA,4,0.038127344,0.009317816,0.002211129,0.019811638,0.034264557,0.145272359,0.798440337,statesector
2912,28,Punjab,0,NA,NA,NA,NA,NA,4,0,0,0,0.069378734,0,0.459507942,0.471113324,statesector
2913,28,Punjab,0,NA,No education / Preschool,NA,NA,NA,4,0.146564916,0.032191135,0.021380842,0.119037233,0.239138484,0.303934783,0.316508651,statesector
2914,28,Punjab,1,NA,NA,NA,NA,NA,4,0,0,0,0,0,0.655947506,0.344052523,statesector
2915,28,Punjab,0,NA,Primary,NA,NA,NA,4,0.09647049,0.01103403,0.006723514,0.052092399,0.195551068,0.283486843,0.462146193,statesector
2916,29,Rajasthan,0,NA,NA,NA,NA,0,4,0.415487289,0.13723889,0.235714793,0.307110876,0.249554023,0.145433977,0.062186342,statesector
2943,29,Rajasthan,0,NA,NA,NA,4 to 6,NA,4,0.354433596,0.129432559,0.219616219,0.300916582,0.243684903,0.155333921,0.080448374,statesector
2944,29,Rajasthan,1,NA,No education / Preschool,NA,NA,NA,4,0.272803724,0.090414859,0.059904009,0.181233585,0.264815688,0.298578024,0.195468694,statesector
2949,29,Rajasthan,1,NA,NA,NA,7+,NA,4,0.145827159,0.046285603,0.022227162,0.065065704,0.132810935,0.256080925,0.523815274,statesector
2955,29,Rajasthan,0,NA,Secondary,NA,NA,NA,4,0.213867232,0.028203163,0.124150328,0.251304686,0.272313088,0.227611348,0.124620534,statesector
2957,29,Rajasthan,1,NA,NA,NA,NA,0,4,0.118740119,0.030121656,0.03384342,0.097577512,0.203379735,0.327277392,0.337921947,statesector
2958,29,Rajasthan,1,NA,Primary,NA,NA,NA,4,0.202636376,0.047143448,0.031234868,0.118102632,0.19111608,0.332432657,0.327113748,statesector
2961,29,Rajasthan,1,NA,NA,2,NA,NA,4,0.132035047,0.038192406,0.025787193,0.104623549,0.17572701,0.28229478,0.411567479,statesector
2966,29,Rajasthan,0,15 to 29,NA,NA,NA,NA,4,0.519671023,0.202432051,0.286919475,0.308775336,0.223363087,0.138760865,0.042181253,statesector
2967,29,Rajasthan,0,30 to 45,NA,NA,NA,NA,4,0.395128876,0.160604641,0.245635793,0.311956823,0.229837552,0.144958988,0.067610845,statesector
2969,29,Rajasthan,0,NA,NA,NA,NA,1,4,0.385533959,0.124973014,0.236942723,0.290271103,0.230885684,0.157033771,0.084866703,statesector
2970,29,Rajasthan,0,NA,Higher,NA,NA,NA,4,0.118133374,0.004564522,0.059536267,0.134054631,0.195358485,0.30113399,0.309916615,statesector
2972,29,Rajasthan,0,NA,NA,NA,1,NA,4,0.635430217,0.091094904,0.451500714,0.274689376,0.164250255,0.083823688,0.025735963,statesector
2973,29,Rajasthan,0,NA,NA,NA,7+,NA,4,0.407901943,0.159834027,0.21457383,0.259167731,0.234311223,0.183781475,0.108165748,statesector
2974,29,Rajasthan,1,NA,NA,NA,1,NA,4,0.093174994,0.004760727,0.032305904,0.105546981,0.262757689,0.331488192,0.267901212,statesector
2975,29,Rajasthan,1,NA,NA,NA,2 to 3,NA,4,0.087810993,0.01241237,0.025862712,0.07999371,0.145079568,0.235764846,0.513299167,statesector
2977,29,Rajasthan,1,NA,NA,NA,NA,NA,4,0.104379781,0.0417707,0.013423762,0.071796738,0.320568442,0.197148919,0.397062153,statesector
2981,29,Rajasthan,0,NA,No education / Preschool,NA,NA,NA,4,0.538995206,0.200331897,0.348052979,0.336675018,0.202544346,0.085281812,0.027445845,statesector
2982,29,Rajasthan,0,NA,Primary,NA,NA,NA,4,0.452846467,0.177030414,0.239776284,0.31736353,0.247732222,0.139472395,0.055655584,statesector
2984,29,Rajasthan,0,NA,NA,NA,NA,NA,4,0.277078092,0.038875811,0.175378963,0.260413557,0.245214313,0.20291923,0.116073936,statesector
2985,29,Rajasthan,1,NA,NA,NA,NA,1,4,0.097661346,0.025332078,0.015379118,0.064725928,0.126379997,0.229471818,0.564043105,statesector
2987,29,Rajasthan,1,NA,NA,1,NA,NA,4,0.098487601,0.024874849,0.018637178,0.067820549,0.139215589,0.247021571,0.527305126,statesector
2989,29,Rajasthan,1,NA,NA,NA,4 to 6,NA,4,0.094175935,0.027184237,0.014802179,0.068279326,0.136719793,0.249253377,0.530945301,statesector
2991,29,Rajasthan,1,NA,NA,NA,NA,NA,4,0,0,0,0,1,0,0,statesector
3002,29,Rajasthan,0,NA,NA,NA,NA,NA,4,0.389771849,0.126708433,0.236767903,0.292668521,0.233543441,0.15538235,0.08163777,statesector
3006,29,Rajasthan,1,NA,Secondary,NA,NA,NA,4,0.046199799,0.005060288,0.008104471,0.042494595,0.134732693,0.271324396,0.543343842,statesector
3007,29,Rajasthan,1,NA,NA,NA,NA,NA,4,0.102287054,0.026383145,0.019439448,0.071950048,0.143312365,0.250979424,0.514318705,statesector
3009,29,Rajasthan,0,NA,NA,1,NA,NA,4,0.381180733,0.124061778,0.233634919,0.29188633,0.233848825,0.156651199,0.083978742,statesector
3010,29,Rajasthan,0,NA,NA,NA,NA,NA,4,1,0,0,1,0,0,0,statesector
3011,29,Rajasthan,1,NA,Higher,NA,NA,NA,4,0.006022882,0,0.000349812,0.009842058,0.028486013,0.131562054,0.829760075,statesector
3013,29,Rajasthan,1,30 to 45,NA,NA,NA,NA,4,0.130433217,0.040076301,0.018980106,0.087616742,0.177113593,0.280400842,0.435888737,statesector
3014,29,Rajasthan,0,65+,NA,NA,NA,NA,4,0.404059947,0.087091185,0.256781846,0.268839657,0.224262252,0.15768443,0.092431813,statesector
3017,29,Rajasthan,1,65+,NA,NA,NA,NA,4,0.095668212,0.012554217,0.030081298,0.066366762,0.118151806,0.193034083,0.59236604,statesector
3018,29,Rajasthan,0,NA,NA,NA,2 to 3,NA,4,0.42380771,0.086608581,0.275737435,0.312578499,0.216407835,0.133085772,0.062190447,statesector
3019,29,Rajasthan,0,NA,NA,2,NA,NA,4,0.455414742,0.146930933,0.260859996,0.298683614,0.231195122,0.145625129,0.063636124,statesector
3020,29,Rajasthan,0,46 to 64,NA,NA,NA,NA,4,0.343821377,0.086395152,0.206150115,0.277318716,0.243783355,0.16989772,0.102850094,statesector
3021,29,Rajasthan,1,15 to 29,NA,NA,NA,NA,4,0.17207472,0.048764221,0.035572611,0.103808641,0.225771472,0.361138642,0.273708642,statesector
3022,29,Rajasthan,1,46 to 64,NA,NA,NA,NA,4,0.061267845,0.012854712,0.012359856,0.051371697,0.09988346,0.216562688,0.619822323,statesector
3024,30,Sikkim,0,NA,NA,NA,NA,NA,4,0,0,0,0.065081194,0.303536087,0.631382704,0,statesector
3028,30,Sikkim,1,NA,NA,NA,1,NA,4,0.021840446,0,0.010529875,0.02529493,0.130103335,0.715212822,0.11885906,statesector
3029,30,Sikkim,0,NA,NA,NA,7+,NA,4,0.049815055,0.009915104,0.019038789,0.073370449,0.554853678,0.291016787,0.061720297,statesector
3032,30,Sikkim,0,NA,NA,NA,4 to 6,NA,4,0.056261726,0.006917356,0.004924118,0.085575499,0.575629234,0.281317502,0.052553624,statesector
3036,30,Sikkim,0,NA,NA,NA,2 to 3,NA,4,0.061387274,0.004754974,0.005782981,0.117076486,0.511192083,0.326925963,0.039022472,statesector
3038,30,Sikkim,0,NA,NA,NA,NA,1,4,0.053683851,0.005167847,0.003094093,0.084595121,0.576339543,0.28514868,0.050822567,statesector
3043,30,Sikkim,1,NA,NA,NA,NA,NA,4,0.111773834,0.111773834,0,0.212867707,0.352928281,0.304069489,0.130134523,statesector
3049,30,Sikkim,1,NA,No education / Preschool,NA,NA,NA,4,0.11994496,0,0.011655252,0.062027063,0.272209972,0.529196143,0.124911584,statesector
3054,30,Sikkim,1,NA,NA,2,NA,NA,4,0.012459344,0,0.00867191,0.010759122,0.126698524,0.624280572,0.229589865,statesector
3055,30,Sikkim,0,NA,NA,NA,NA,0,4,0.08282201,0.010312386,0.021307951,0.137048677,0.455321729,0.339359611,0.046962045,statesector
3057,30,Sikkim,0,NA,No education / Preschool,NA,NA,NA,4,0.103962675,0.008730269,0.011747391,0.133975133,0.641690135,0.197189078,0.015398257,statesector
3058,30,Sikkim,0,NA,Primary,NA,NA,NA,4,0.090680674,0.012818769,0.008312019,0.128969267,0.62848866,0.214310125,0.019919943,statesector
3060,30,Sikkim,0,NA,Higher,NA,NA,NA,4,0.008637564,0,0,0.009568617,0.135175139,0.473421723,0.381834537,statesector
3061,30,Sikkim,1,15 to 29,NA,NA,NA,NA,4,0.022912551,0,0.003729394,0.020219276,0.204890698,0.671008468,0.100152142,statesector
3063,30,Sikkim,0,NA,Secondary,NA,NA,NA,4,0.014941648,0.000951917,0.004009541,0.057320215,0.47473222,0.401574016,0.062364023,statesector
3065,30,Sikkim,1,NA,NA,NA,4 to 6,NA,4,0.029193031,0.001642541,0.00305021,0.021598889,0.125682041,0.583393216,0.266275674,statesector
3066,30,Sikkim,1,NA,NA,NA,7+,NA,4,0.04866229,0,0,0.017262515,0.103212111,0.502352238,0.377173126,statesector
3069,30,Sikkim,0,NA,NA,1,NA,NA,4,0.0603288,0.006832559,0.007391687,0.095159955,0.553247213,0.292757094,0.05144405,statesector
3075,30,Sikkim,1,30 to 45,NA,NA,NA,NA,4,0.027790392,0.001699653,0,0.012236513,0.111110918,0.650089324,0.226563245,statesector
3076,30,Sikkim,1,46 to 64,NA,NA,NA,NA,4,0.02680428,0,0.007489402,0.013259166,0.115305223,0.534185469,0.32976076,statesector
3077,30,Sikkim,1,NA,NA,NA,2 to 3,NA,4,0.022684829,0,0.002023962,0.008829956,0.134030521,0.614453793,0.24066174,statesector
3083,30,Sikkim,0,15 to 29,NA,NA,NA,NA,4,0.13222149,0.031497937,0.012214166,0.115883872,0.650183916,0.198868826,0.022849197,statesector
3084,30,Sikkim,0,NA,NA,2,NA,NA,4,0.05922772,0.002805351,0.005666589,0.104314148,0.52213186,0.328022808,0.039864607,statesector
3086,30,Sikkim,0,65+,NA,NA,NA,NA,4,0.082184255,0.004653689,0.005416261,0.128612712,0.585757494,0.24519065,0.035022877,statesector
3087,30,Sikkim,0,46 to 64,NA,NA,NA,NA,4,0.038622651,0.003076735,0.007151537,0.083551973,0.527685523,0.320646048,0.060964927,statesector
3090,30,Sikkim,1,65+,NA,NA,NA,NA,4,0.031446047,0,0,0.046631314,0.132224202,0.484785646,0.336358845,statesector
3092,30,Sikkim,0,NA,NA,NA,NA,NA,4,0.060187604,0.006316129,0.007170381,0.096334301,0.54925555,0.297281176,0.049958576,statesector
3100,30,Sikkim,0,NA,NA,NA,1,NA,4,0.17750147,0,0.041768692,0.16690889,0.378373742,0.32110098,0.091847688,statesector
3102,30,Sikkim,1,NA,Higher,NA,NA,NA,4,0,0,0,0,0.016158661,0.449575663,0.534265697,statesector
3105,30,Sikkim,1,NA,Secondary,NA,NA,NA,4,0.005296432,0,0.002770529,0.00435594,0.099822432,0.64711082,0.245940253,statesector
3108,30,Sikkim,1,NA,NA,1,NA,NA,4,0.029785214,0.000886299,0.001974584,0.017489744,0.128489345,0.597778201,0.25426811,statesector
3111,30,Sikkim,1,NA,NA,NA,NA,1,4,0.017445678,0,0.001763486,0.010580939,0.107329875,0.529220104,0.351105571,statesector
3112,30,Sikkim,1,NA,NA,NA,NA,NA,4,0.027002253,0.000743938,0.00305008,0.0164089,0.128201768,0.602034152,0.250305116,statesector
3115,30,Sikkim,1,NA,Primary,NA,NA,NA,4,0.038395111,0,0,0.021797409,0.195642292,0.699601233,0.082959093,statesector
3116,30,Sikkim,0,30 to 45,NA,NA,NA,NA,4,0.060075533,0.005694757,0.006998728,0.092362307,0.537522495,0.313360631,0.049755868,statesector
3126,30,Sikkim,1,NA,NA,NA,NA,0,4,0.035538804,0.001408472,0.00418608,0.021554708,0.146630645,0.66632539,0.161303177,statesector
3129,31,Tamil Nadu,0,15 to 29,NA,NA,NA,NA,4,0.173927546,0.024497455,0.057273466,0.229021847,0.431225896,0.212184727,0.070294067,statesector
3145,31,Tamil Nadu,0,30 to 45,NA,NA,NA,NA,4,0.105157845,0.012400317,0.05585862,0.238742441,0.388816148,0.258350432,0.058232367,statesector
3156,31,Tamil Nadu,1,NA,NA,NA,NA,0,4,0.028403681,0.002459798,0.017303115,0.066488892,0.199403659,0.391593784,0.325210541,statesector
3162,31,Tamil Nadu,0,NA,NA,NA,2 to 3,NA,4,0.157958046,0.010174651,0.09236908,0.258825004,0.350624114,0.233897105,0.06428472,statesector
3163,31,Tamil Nadu,1,NA,NA,NA,NA,NA,4,0.026502917,0,0.024119591,0.057077814,0.205096021,0.278711468,0.434995085,statesector
3165,31,Tamil Nadu,0,NA,NA,NA,NA,NA,4,0.163630396,0,0.034298252,0.396604121,0.26638791,0.251691908,0.051017798,statesector
3166,31,Tamil Nadu,1,NA,No education / Preschool,NA,NA,NA,4,0.101633288,0.006318998,0.069744602,0.167261019,0.302503347,0.3325665,0.127924547,statesector
3169,31,Tamil Nadu,1,NA,NA,2,NA,NA,4,0.067015409,0.001995943,0.049856469,0.106620267,0.232690379,0.35538131,0.25545156,statesector
3172,31,Tamil Nadu,1,NA,NA,1,NA,NA,4,0.02837589,0.002057644,0.015564756,0.060306542,0.175626129,0.365625679,0.382876903,statesector
3174,31,Tamil Nadu,0,NA,NA,NA,NA,NA,4,0.139884531,0.009389669,0.073097073,0.241831243,0.362986535,0.250895679,0.071189493,statesector
3183,31,Tamil Nadu,1,NA,Secondary,NA,NA,NA,4,0.012139944,0.000167595,0.009232856,0.046115488,0.170181051,0.411198437,0.36327216,statesector
3184,31,Tamil Nadu,1,NA,NA,NA,2 to 3,NA,4,0.030949565,0.001196223,0.021559525,0.066510566,0.187245026,0.362246603,0.362438291,statesector
