,2017ppp_poor_215,2017ppp_poor_365,2017ppp_poor_685,2021ppp_poor_300,2021ppp_poor_420,2021ppp_poor_830,year,level,area,dem,SourceSheet,sector2,state,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,age_cat1,age_cat2,age_cat3,age_cat4,owns_land
135,0,0.04,0.57,0,0.03,0.57,2011,State,All,HH Size,state,99,Punjab,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,0.03,0.66,1,0.19,0.64,1,2011,State,All,HH Size,state,99,Chandigarh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,0.11,0.4,0.83,0.18,0.39,0.83,2011,State,All,HH Size,state,99,Chandigarh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,0,0.08,0.6,0,0.08,0.6,2011,State,All,HH Size,state,99,Chandigarh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,0,0.02,0.27,0,0.02,0.27,2011,State,All,HH Size,state,99,Chandigarh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,0.1,0.73,0.99,0.18,0.66,0.99,2011,State,All,HH Size,state,99,Uttrakhand,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,0.03,0.46,0.92,0.07,0.43,0.92,2011,State,All,HH Size,state,99,Uttrakhand,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,0,0.16,0.77,0.01,0.14,0.78,2011,State,All,HH Size,state,99,Uttrakhand,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,0.02,0.1,0.57,0.04,0.1,0.57,2011,State,All,HH Size,state,99,Uttrakhand,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,0.12,0.51,0.97,0.18,0.46,0.97,2011,State,All,HH Size,state,99,Haryana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,0.04,0.36,0.84,0.09,0.31,0.84,2011,State,All,HH Size,state,99,Haryana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,0.03,0.19,0.62,0.05,0.17,0.62,2011,State,All,HH Size,state,99,Haryana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,0,0.02,0.26,0,0.02,0.26,2011,State,All,HH Size,state,99,Haryana,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,0.11,0.55,0.94,0.21,0.49,0.94,2011,State,All,HH Size,state,99,Delhi,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,0.03,0.3,0.76,0.09,0.27,0.76,2011,State,All,HH Size,state,99,Delhi,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,0,0.16,0.58,0,0.13,0.58,2011,State,All,HH Size,state,99,Delhi,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,0,0.01,0.68,0,0.01,0.68,2011,State,All,HH Size,state,99,Delhi,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,0.15,0.7,0.98,0.26,0.65,0.98,2011,State,All,HH Size,state,99,Rajasthan,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.1,0.57,0.94,0.19,0.52,0.94,2011,State,All,HH Size,state,99,Rajasthan,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,0.04,0.35,0.82,0.1,0.32,0.82,2011,State,All,HH Size,state,99,Rajasthan,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,0.02,0.13,0.54,0.04,0.11,0.55,2011,State,All,HH Size,state,99,Rajasthan,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,0.36,0.87,0.99,0.53,0.84,0.99,2011,State,All,HH Size,state,99,Uttar Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,0.23,0.73,0.95,0.37,0.7,0.95,2011,State,All,HH Size,state,99,Uttar Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,0.07,0.49,0.88,0.15,0.44,0.88,2011,State,All,HH Size,state,99,Uttar Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,0.05,0.26,0.62,0.08,0.19,0.62,2011,State,All,HH Size,state,99,Uttar Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.35,0.91,1,0.53,0.88,1,2011,State,All,HH Size,state,99,Bihar,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.2,0.82,0.99,0.38,0.78,0.99,2011,State,All,HH Size,state,99,Bihar,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,0.07,0.55,0.96,0.14,0.48,0.96,2011,State,All,HH Size,state,99,Bihar,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,0.03,0.18,0.56,0.04,0.15,0.56,2011,State,All,HH Size,state,99,Bihar,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,0.04,0.84,1,0.26,0.74,1,2011,State,All,HH Size,state,99,Sikkim,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,0.02,0.68,0.98,0.09,0.63,0.98,2011,State,All,HH Size,state,99,Sikkim,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,0.04,0.42,0.93,0.06,0.34,0.93,2011,State,All,HH Size,state,99,Sikkim,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,0,0.17,0.85,0,0.14,0.85,2011,State,All,HH Size,state,99,Sikkim,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,0.35,0.72,0.93,0.47,0.71,0.93,2011,State,All,HH Size,state,99,Arunachal Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0.27,0.59,0.86,0.36,0.57,0.86,2011,State,All,HH Size,state,99,Arunachal Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,0.1,0.37,0.76,0.14,0.35,0.77,2011,State,All,HH Size,state,99,Arunachal Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,0.05,0.15,0.45,0.06,0.12,0.45,2011,State,All,HH Size,state,99,Arunachal Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,0.09,0.73,0.99,0.37,0.7,0.99,2011,State,All,HH Size,state,99,Nagaland,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,0.08,0.51,0.95,0.13,0.45,0.95,2011,State,All,HH Size,state,99,Nagaland,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,0,0.32,0.86,0,0.3,0.86,2011,State,All,HH Size,state,99,Nagaland,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,0,0,0.95,0,0,0.95,2011,State,All,HH Size,state,99,Nagaland,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,0.48,0.9,1,0.63,0.88,1,2011,State,All,HH Size,state,99,Manipur,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,0.33,0.84,0.99,0.51,0.81,0.99,2011,State,All,HH Size,state,99,Manipur,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,0.18,0.68,0.97,0.35,0.64,0.97,2011,State,All,HH Size,state,99,Manipur,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,0,0.2,0.88,0.14,0.19,0.88,2011,State,All,HH Size,state,99,Manipur,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,0.09,0.48,0.95,0.15,0.44,0.95,2011,State,All,HH Size,state,99,Mizoram,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,0.05,0.47,0.9,0.13,0.41,0.9,2011,State,All,HH Size,state,99,Mizoram,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,0,0.29,0.86,0.04,0.26,0.86,2011,State,All,HH Size,state,99,Mizoram,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,0,0.21,0.54,0.07,0.21,0.54,2011,State,All,HH Size,state,99,Mizoram,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,0.14,0.82,1,0.26,0.74,1,2011,State,All,HH Size,state,99,Tripura,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,0.08,0.66,0.97,0.19,0.59,0.97,2011,State,All,HH Size,state,99,Tripura,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,0.03,0.36,0.88,0.06,0.33,0.88,2011,State,All,HH Size,state,99,Tripura,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,0.01,0.19,0.78,0.07,0.19,0.78,2011,State,All,HH Size,state,99,Tripura,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,0.18,0.81,1,0.35,0.78,1,2011,State,All,HH Size,state,99,Meghalaya,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,0.03,0.59,0.97,0.1,0.55,0.97,2011,State,All,HH Size,state,99,Meghalaya,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,0,0.2,0.84,0.01,0.15,0.85,2011,State,All,HH Size,state,99,Meghalaya,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,0.18,0.28,0.62,0.18,0.28,0.62,2011,State,All,HH Size,state,99,Meghalaya,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,0.36,0.86,0.99,0.54,0.86,0.99,2011,State,All,HH Size,state,99,Assam,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,0.2,0.77,0.97,0.36,0.73,0.97,2011,State,All,HH Size,state,99,Assam,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,0.05,0.44,0.92,0.07,0.39,0.92,2011,State,All,HH Size,state,99,Assam,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,0.07,0.2,0.75,0.08,0.2,0.75,2011,State,All,HH Size,state,99,Assam,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,0.24,0.78,0.96,0.39,0.74,0.96,2011,State,All,HH Size,state,99,West Bengal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,0.2,0.7,0.95,0.33,0.67,0.95,2011,State,All,HH Size,state,99,West Bengal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,0.09,0.51,0.85,0.18,0.46,0.86,2011,State,All,HH Size,state,99,West Bengal,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,0.03,0.22,0.61,0.07,0.2,0.61,2011,State,All,HH Size,state,99,West Bengal,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0.4,0.88,1,0.6,0.87,1,2011,State,All,HH Size,state,99,Jharkhand,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,0.25,0.81,0.98,0.43,0.78,0.98,2011,State,All,HH Size,state,99,Jharkhand,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,0.09,0.6,0.93,0.25,0.55,0.93,2011,State,All,HH Size,state,99,Jharkhand,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,0.04,0.38,0.73,0.08,0.33,0.74,2011,State,All,HH Size,state,99,Jharkhand,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,0.46,0.91,0.99,0.62,0.88,0.99,2011,State,All,HH Size,state,99,Odisha,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,0.26,0.83,0.98,0.46,0.8,0.98,2011,State,All,HH Size,state,99,Odisha,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,0.12,0.58,0.93,0.22,0.53,0.93,2011,State,All,HH Size,state,99,Odisha,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,0.12,0.37,0.76,0.16,0.33,0.76,2011,State,All,HH Size,state,99,Odisha,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,0.33,0.84,0.98,0.48,0.81,0.98,2011,State,All,HH Size,state,99,Chhattisgarh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,0.24,0.78,0.96,0.37,0.74,0.96,2011,State,All,HH Size,state,99,Chhattisgarh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,0.07,0.64,0.93,0.16,0.62,0.93,2011,State,All,HH Size,state,99,Chhattisgarh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,0.1,0.42,0.83,0.18,0.42,0.84,2011,State,All,HH Size,state,99,Chhattisgarh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.36,0.82,0.97,0.53,0.79,0.97,2011,State,All,HH Size,state,99,Madhya Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.31,0.77,0.96,0.45,0.73,0.96,2011,State,All,HH Size,state,99,Madhya Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.1,0.57,0.88,0.19,0.53,0.89,2011,State,All,HH Size,state,99,Madhya Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,0.09,0.31,0.63,0.12,0.28,0.63,2011,State,All,HH Size,state,99,Madhya Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.3,0.8,0.99,0.47,0.78,0.99,2011,State,All,HH Size,state,99,Gujarat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,0.13,0.6,0.95,0.25,0.56,0.95,2011,State,All,HH Size,state,99,Gujarat,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,0.06,0.35,0.88,0.09,0.33,0.88,2011,State,All,HH Size,state,99,Gujarat,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.03,0.2,0.88,0.03,0.12,0.88,2011,State,All,HH Size,state,99,Gujarat,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,0.52,0.77,0.99,0.59,0.75,0.99,2011,State,All,HH Size,state,99,Daman & Diu & D & N Haveli,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.15,0.66,0.93,0.21,0.57,0.93,2011,State,All,HH Size,state,99,Daman & Diu & D & N Haveli,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,0,0.45,0.92,0.05,0.36,0.92,2011,State,All,HH Size,state,99,Daman & Diu & D & N Haveli,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.13,0.25,0.62,0.13,0.22,0.62,2011,State,All,HH Size,state,99,Daman & Diu & D & N Haveli,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0.17,0.73,0.97,0.29,0.68,0.97,2011,State,All,HH Size,state,99,Maharashtra,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,0.09,0.55,0.92,0.17,0.5,0.92,2011,State,All,HH Size,state,99,Maharashtra,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.03,0.34,0.79,0.07,0.3,0.79,2011,State,All,HH Size,state,99,Maharashtra,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.02,0.23,0.56,0.03,0.2,0.56,2011,State,All,HH Size,state,99,Maharashtra,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.11,0.7,0.99,0.31,0.65,0.99,2011,State,All,HH Size,state,99,Andhra Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.05,0.51,0.94,0.13,0.44,0.94,2011,State,All,HH Size,state,99,Andhra Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.02,0.28,0.82,0.06,0.21,0.82,2011,State,All,HH Size,state,99,Andhra Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,0.03,0.25,0.7,0.03,0.17,0.7,2011,State,All,HH Size,state,99,Andhra Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,0.14,0.73,0.96,0.27,0.71,0.96,2011,State,All,HH Size,state,99,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.04,0.51,0.91,0.11,0.45,0.91,2011,State,All,HH Size,state,99,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.01,0.21,0.76,0.03,0.16,0.76,2011,State,All,HH Size,state,99,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.02,0.14,0.43,0.05,0.14,0.43,2011,State,All,HH Size,state,99,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,0.16,0.64,0.95,0.18,0.63,0.95,2011,State,All,HH Size,state,99,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.02,0.25,0.89,0.03,0.22,0.89,2011,State,All,HH Size,state,99,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,0,0.11,0.59,0,0.11,0.59,2011,State,All,HH Size,state,99,Goa,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,0,0.02,0.24,0,0.02,0.24,2011,State,All,HH Size,state,99,Goa,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0,0.12,0.88,0,0.08,0.88,2011,State,All,HH Size,state,99,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0,0.11,0.56,0,0.09,0.56,2011,State,All,HH Size,state,99,Lakshadweep,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0,0.02,0.21,0,0.02,0.21,2011,State,All,HH Size,state,99,Lakshadweep,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,0,0,0.08,0,0,0.08,2011,State,All,HH Size,state,99,Lakshadweep,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.07,0.6,0.95,0.16,0.53,0.95,2011,State,All,HH Size,state,99,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,0.02,0.29,0.84,0.05,0.24,0.85,2011,State,All,HH Size,state,99,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,0.01,0.1,0.53,0.02,0.08,0.54,2011,State,All,HH Size,state,99,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.01,0.08,0.35,0.02,0.07,0.35,2011,State,All,HH Size,state,99,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.12,0.68,0.95,0.28,0.62,0.96,2011,State,All,HH Size,state,99,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.06,0.45,0.91,0.11,0.39,0.91,2011,State,All,HH Size,state,99,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,0.02,0.19,0.76,0.03,0.16,0.77,2011,State,All,HH Size,state,99,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.03,0.22,0.59,0.06,0.19,0.59,2011,State,All,HH Size,state,99,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0,0.2,0.96,0.05,0.15,0.96,2011,State,All,HH Size,state,99,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.01,0.27,0.85,0.03,0.19,0.85,2011,State,All,HH Size,state,99,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.01,0.1,0.64,0.01,0.09,0.64,2011,State,All,HH Size,state,99,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,0,0.02,0.54,0,0,0.54,2011,State,All,HH Size,state,99,Puducherry,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0,0.12,0.94,0,0.03,0.94,2011,State,All,HH Size,state,99,A & N Island,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,0,0.06,0.64,0.01,0.05,0.64,2011,State,All,HH Size,state,99,A & N Island,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,0,0.01,0.34,0,0.01,0.34,2011,State,All,HH Size,state,99,A & N Island,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,0,0.01,0.21,0,0.01,0.21,2011,State,All,HH Size,state,99,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,0.07,0.63,0.87,0.18,0.61,0.87,2011,State,All,HH Size,state,99,Telangana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,0.04,0.47,0.94,0.09,0.4,0.94,2011,State,All,HH Size,state,99,Telangana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,0.01,0.25,0.82,0.04,0.22,0.82,2011,State,All,HH Size,state,99,Telangana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,0.03,0.2,0.54,0.08,0.2,0.54,2011,State,All,HH Size,state,99,Telangana,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,0,0.46,0.99,0,0.21,0.99,2011,State,All,HH Size,state,99,Ladakh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,0,0.21,0.88,0.01,0.18,0.88,2011,State,All,HH Size,state,99,Ladakh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,0,0.05,0.68,0,0,0.68,2011,State,All,HH Size,state,99,Ladakh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,0,0,0.03,0,0,0.03,2011,State,All,HH Size,state,99,Ladakh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.08,0.56,0.98,0.13,0.46,0.98,2011,State,urban/rural,HH Size,sector_state,0,Jammu & Kashmir,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,0.01,0.32,0.92,0.05,0.27,0.92,2011,State,urban/rural,HH Size,sector_state,0,Jammu & Kashmir,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0,0.1,0.65,0,0.07,0.65,2011,State,urban/rural,HH Size,sector_state,0,Jammu & Kashmir,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,0,0.1,0.74,0,0.04,0.74,2011,State,urban/rural,HH Size,sector_state,0,Jammu & Kashmir,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,0.07,0.59,0.97,0.12,0.55,0.97,2011,State,urban/rural,HH Size,sector_state,0,Himachal Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,0.02,0.31,0.91,0.03,0.27,0.91,2011,State,urban/rural,HH Size,sector_state,0,Himachal Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,0,0.09,0.68,0.01,0.06,0.69,2011,State,urban/rural,HH Size,sector_state,0,Himachal Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0,0.02,0.23,0,0.02,0.23,2011,State,urban/rural,HH Size,sector_state,0,Himachal Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,0.08,0.45,0.89,0.14,0.42,0.89,2011,State,urban/rural,HH Size,sector_state,0,Punjab,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0.03,0.41,0.88,0.08,0.36,0.89,2011,State,urban/rural,HH Size,sector_state,0,Punjab,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,0.01,0.21,0.81,0.03,0.16,0.81,2011,State,urban/rural,HH Size,sector_state,0,Punjab,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
