,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
1964,0,0.15,0.02,0.01,0.19,0.01,0.31,0.2,0.57,0.65,0.16,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA
1965,1,0.7,0.17,0.04,0.41,0.06,0.68,0.42,0.9,0.93,0.58,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA
1966,NA,0.25,0.09,0.02,0.3,0.04,0.37,0.32,0.64,0.72,0.26,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA
1967,0,0.14,0.01,0,0.2,0.01,0.28,0.16,0.49,0.56,0.12,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Primary,NA,NA,NA
1968,1,0.63,0.15,0.05,0.5,0.05,0.69,0.4,0.87,0.9,0.47,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Primary,NA,NA,NA
1969,NA,0.22,0.07,0.02,0,0.02,0.36,0.21,0.53,0.57,0.17,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Primary,NA,NA,NA
1970,0,0,0.01,0.01,0.2,0.01,0.28,0.14,0.43,0.46,0.1,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Secondary,NA,NA,NA
1971,1,0,0.17,0.11,0.89,0.04,0.73,0.44,0.87,0.91,0.33,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Secondary,NA,NA,NA
1972,NA,0,0.03,0.01,0.3,0,0.29,0.14,0.4,0.45,0.1,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Secondary,NA,NA,NA
1973,0,0,0.01,0,0.16,0,0.13,0.07,0.2,0.18,0.03,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Higher,NA,NA,NA
1974,1,0,0.14,0.14,0.94,0.02,0.73,0.36,0.79,0.83,0.24,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Higher,NA,NA,NA
1975,NA,0,0.01,0.01,0,0.01,0.13,0.05,0.18,0.13,0.04,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,Higher,NA,NA,NA
1976,0,0.04,0.02,0,0.26,0,0.19,0.05,0.35,0.41,0.11,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
1977,1,0.37,0.19,0,0.9,0.1,0.54,0.9,1,1,0.54,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
1978,NA,0.07,0,0.03,0.48,0.04,0.29,0.05,0.45,0.66,0.17,5,State,All,Education,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
1979,0,0.21,0.01,0,0.23,0.02,0.34,0.1,0.28,0.25,0.19,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,No education / Preschool,NA,NA,NA
1980,1,0.74,0.1,0.02,0.41,0.18,0.74,0.28,0.76,0.74,0.7,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,No education / Preschool,NA,NA,NA
1981,NA,0.14,0.06,0.01,0.22,0.03,0.42,0.09,0.28,0.21,0.17,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,No education / Preschool,NA,NA,NA
1982,0,0.15,0.01,0,0.24,0.02,0.31,0.08,0.25,0.2,0.11,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Primary,NA,NA,NA
1983,1,0.64,0.09,0.04,0.55,0.14,0.71,0.31,0.74,0.71,0.55,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Primary,NA,NA,NA
1984,NA,0.1,0.02,0,0.21,0.02,0.36,0.06,0.21,0.12,0.15,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Primary,NA,NA,NA
1985,0,0,0.01,0,0.23,0.01,0.26,0.07,0.18,0.12,0.07,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Secondary,NA,NA,NA
1986,1,0,0.13,0.16,0.96,0.13,0.64,0.35,0.69,0.66,0.39,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Secondary,NA,NA,NA
1987,NA,0,0.02,0.01,0.07,0.01,0.26,0.03,0.1,0.05,0.06,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Secondary,NA,NA,NA
1988,0,0,0,0,0.15,0,0.09,0.02,0.06,0.02,0.02,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Higher,NA,NA,NA
1989,1,0,0.12,0.13,0.94,0.13,0.61,0.37,0.76,0.66,0.39,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Higher,NA,NA,NA
1990,NA,0,0,0.01,0,0,0.07,0.01,0.02,0.02,0.03,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,Higher,NA,NA,NA
1991,0,0,0.08,0,0.74,0,0.23,0.03,0.12,0,0,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,NA,NA,NA,NA
1992,1,1,0,0,0,0.43,1,0,0.43,1,1,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,NA,NA,NA,NA
1993,NA,0.2,0,0,0,0,0.61,0,0.07,0.26,0.26,5,State,All,Education,state,99,maharashtra,Maharashtra,NA,NA,NA,NA,NA
1994,0,0.1,0.02,0.01,0.08,0.02,0.34,0.28,0.83,0.37,0.16,5,State,All,Education,state,99,manipur,Manipur,NA,No education / Preschool,NA,NA,NA
1995,1,0.74,0.08,0.04,0.3,0.11,0.5,0.62,0.97,0.86,0.66,5,State,All,Education,state,99,manipur,Manipur,NA,No education / Preschool,NA,NA,NA
1996,NA,0.11,0,0,NA,0.03,0.39,0.56,0.87,0.58,0.22,5,State,All,Education,state,99,manipur,Manipur,NA,No education / Preschool,NA,NA,NA
1997,0,0.11,0.01,0.01,0.1,0.02,0.31,0.26,0.82,0.33,0.12,5,State,All,Education,state,99,manipur,Manipur,NA,Primary,NA,NA,NA
1998,1,0.74,0.09,0.08,0.38,0.12,0.55,0.58,0.97,0.76,0.52,5,State,All,Education,state,99,manipur,Manipur,NA,Primary,NA,NA,NA
1999,NA,0.26,0,0,0,0.02,0.36,0.41,0.85,0.55,0.23,5,State,All,Education,state,99,manipur,Manipur,NA,Primary,NA,NA,NA
2000,0,0,0.01,0.01,0.1,0.02,0.39,0.24,0.77,0.24,0.11,5,State,All,Education,state,99,manipur,Manipur,NA,Secondary,NA,NA,NA
2001,1,0,0.1,0.1,0.88,0.05,0.57,0.66,0.96,0.75,0.5,5,State,All,Education,state,99,manipur,Manipur,NA,Secondary,NA,NA,NA
2002,NA,0,0.05,0,0,0.02,0.35,0.26,0.72,0.3,0.16,5,State,All,Education,state,99,manipur,Manipur,NA,Secondary,NA,NA,NA
2003,0,0,0.01,0.01,0.1,0,0.33,0.13,0.52,0.08,0.04,5,State,All,Education,state,99,manipur,Manipur,NA,Higher,NA,NA,NA
2004,1,0,0.1,0.18,0.9,0,0.61,0.65,0.81,0.7,0.17,5,State,All,Education,state,99,manipur,Manipur,NA,Higher,NA,NA,NA
2005,NA,0,0,0,NA,0,0.17,0.22,0.36,0.13,0.06,5,State,All,Education,state,99,manipur,Manipur,NA,Higher,NA,NA,NA
2006,0,0,0,0,0.33,0,0,0,1,0.33,0,5,State,All,Education,state,99,manipur,Manipur,NA,NA,NA,NA,NA
2007,0,0.11,0.01,0.01,0.15,0.05,0.13,0.23,0.47,0.73,0.34,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,No education / Preschool,NA,NA,NA
2008,1,0.75,0.23,0.08,0.54,0.29,0.3,0.4,0.78,0.96,0.83,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,No education / Preschool,NA,NA,NA
2009,NA,0.53,0.09,0,0.5,0.05,0.33,0.2,0.52,0.65,0.53,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,No education / Preschool,NA,NA,NA
2010,0,0.1,0.01,0,0.17,0.04,0.13,0.19,0.48,0.68,0.26,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Primary,NA,NA,NA
2011,1,0.74,0.17,0.08,0.67,0.21,0.31,0.32,0.76,0.96,0.78,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Primary,NA,NA,NA
2012,NA,0.1,0,0,0.04,0.08,0.21,0.04,0.53,0.58,0.19,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Primary,NA,NA,NA
2013,0,0,0.01,0.01,0.17,0.02,0.15,0.18,0.46,0.49,0.18,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Secondary,NA,NA,NA
2014,1,0,0.14,0.1,0.9,0.18,0.37,0.39,0.83,0.93,0.76,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Secondary,NA,NA,NA
2015,NA,0,0.05,0,0.87,0,0.22,0.06,0.24,0.16,0.08,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Secondary,NA,NA,NA
2016,0,0,0.01,0,0.19,0.01,0.1,0.1,0.22,0.16,0.11,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Higher,NA,NA,NA
2017,1,0,0.03,0.08,0.92,0.05,0.19,0.27,0.89,0.94,0.77,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Higher,NA,NA,NA
2018,NA,0,0,0,NA,0,0.06,0.24,0,0.01,0,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,Higher,NA,NA,NA
2019,0,0.26,0,0,0.1,0,0.54,0,0.3,0.34,0.26,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,NA,NA,NA,NA
2020,1,0,0,0,1,0,1,0,0,1,1,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,NA,NA,NA,NA
2021,NA,NA,0,0,1,0,0,0,0,1,1,5,State,All,Education,state,99,meghalaya,Meghalaya,NA,NA,NA,NA,NA
2022,0,0.24,0.01,0,0.08,0.02,0.05,0.08,0.46,0.35,0.24,5,State,All,Education,state,99,mizoram,Mizoram,NA,No education / Preschool,NA,NA,NA
2023,1,0.87,0.19,0.02,0.25,0.31,0.33,0.39,0.9,0.92,0.92,5,State,All,Education,state,99,mizoram,Mizoram,NA,No education / Preschool,NA,NA,NA
2024,NA,0.34,0,0,1,0,0.37,0,0,0.31,0.65,5,State,All,Education,state,99,mizoram,Mizoram,NA,No education / Preschool,NA,NA,NA
2025,0,0.18,0.01,0,0.09,0.02,0.05,0.04,0.34,0.2,0.13,5,State,All,Education,state,99,mizoram,Mizoram,NA,Primary,NA,NA,NA
2026,1,0.81,0.16,0.07,0.47,0.14,0.22,0.18,0.83,0.76,0.8,5,State,All,Education,state,99,mizoram,Mizoram,NA,Primary,NA,NA,NA
2027,NA,0.08,0.01,0,0,0,0.08,0,0.44,0.12,0.07,5,State,All,Education,state,99,mizoram,Mizoram,NA,Primary,NA,NA,NA
2028,0,0,0.01,0.01,0.11,0.01,0.03,0.03,0.28,0.09,0.08,5,State,All,Education,state,99,mizoram,Mizoram,NA,Secondary,NA,NA,NA
2029,1,0,0.26,0.2,0.88,0.12,0.3,0.36,0.76,0.68,0.66,5,State,All,Education,state,99,mizoram,Mizoram,NA,Secondary,NA,NA,NA
2030,NA,0,0.02,0,0.09,0.01,0.06,0,0.31,0.02,0.02,5,State,All,Education,state,99,mizoram,Mizoram,NA,Secondary,NA,NA,NA
2031,0,0,0,0,0.08,0.01,0.02,0.01,0.17,0.01,0.03,5,State,All,Education,state,99,mizoram,Mizoram,NA,Higher,NA,NA,NA
2032,1,0,0.38,0.19,1,0,0,0,0.43,0.43,0.43,5,State,All,Education,state,99,mizoram,Mizoram,NA,Higher,NA,NA,NA
2033,NA,0,0,0,0,0.01,0,0,0.13,0,0,5,State,All,Education,state,99,mizoram,Mizoram,NA,Higher,NA,NA,NA
2034,0,0,0,0,0.12,0,0,0.2,0.06,0.24,0.17,5,State,All,Education,state,99,mizoram,Mizoram,NA,NA,NA,NA,NA
2035,1,0,0,0,1,0,1,0,1,1,0,5,State,All,Education,state,99,mizoram,Mizoram,NA,NA,NA,NA,NA
2036,NA,NA,0,0,0,0,0,0,0.68,0,0.68,5,State,All,Education,state,99,mizoram,Mizoram,NA,NA,NA,NA,NA
2037,0,0.19,0.01,0,0.06,0.01,0.1,0.11,0.76,0.7,0.38,5,State,All,Education,state,99,nagaland,Nagaland,NA,No education / Preschool,NA,NA,NA
2038,1,0.85,0.09,0.02,0.24,0.05,0.25,0.16,0.97,0.97,0.85,5,State,All,Education,state,99,nagaland,Nagaland,NA,No education / Preschool,NA,NA,NA
2039,NA,0.13,0.03,0,NA,0,0.55,0.46,0.66,0.71,0.38,5,State,All,Education,state,99,nagaland,Nagaland,NA,No education / Preschool,NA,NA,NA
2040,0,0.18,0.01,0.01,0.09,0.01,0.12,0.11,0.72,0.66,0.29,5,State,All,Education,state,99,nagaland,Nagaland,NA,Primary,NA,NA,NA
2041,1,0.81,0.09,0.03,0.28,0.05,0.22,0.23,0.98,0.96,0.79,5,State,All,Education,state,99,nagaland,Nagaland,NA,Primary,NA,NA,NA
2042,NA,0.5,0.07,0.56,0,0,0.22,0.22,0.87,0.6,0.5,5,State,All,Education,state,99,nagaland,Nagaland,NA,Primary,NA,NA,NA
2043,0,0,0.01,0,0.12,0.01,0.1,0.09,0.59,0.48,0.2,5,State,All,Education,state,99,nagaland,Nagaland,NA,Secondary,NA,NA,NA
2044,1,0,0.18,0.11,0.86,0.03,0.22,0.23,0.95,0.91,0.77,5,State,All,Education,state,99,nagaland,Nagaland,NA,Secondary,NA,NA,NA
2045,NA,0,0,0,0,0,0.17,0,0.83,0.46,0.08,5,State,All,Education,state,99,nagaland,Nagaland,NA,Secondary,NA,NA,NA
2046,0,0,0.02,0.01,0.11,0,0.13,0.04,0.27,0.14,0.09,5,State,All,Education,state,99,nagaland,Nagaland,NA,Higher,NA,NA,NA
2047,1,0,0.29,0.11,0.86,0.12,0.3,0.3,0.78,0.67,0.62,5,State,All,Education,state,99,nagaland,Nagaland,NA,Higher,NA,NA,NA
2048,0,0,0,0,0,0,0,0,1,0,0,5,State,All,Education,state,99,nagaland,Nagaland,NA,NA,NA,NA,NA
2049,NA,NA,0,0,0,0,0.57,0,0.67,1,0,5,State,All,Education,state,99,nagaland,Nagaland,NA,NA,NA,NA,NA
2050,0,0.15,0.02,0.01,0.16,0,0.3,0.03,0.08,0.01,0.09,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,No education / Preschool,NA,NA,NA
2051,1,0.77,0.33,0.14,0.65,0.01,0.7,0.08,0.33,0.16,0.35,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,No education / Preschool,NA,NA,NA
2052,NA,0.2,0.06,0.02,NA,0,0.34,0.05,0.1,0.02,0.11,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,No education / Preschool,NA,NA,NA
2053,0,0.14,0.02,0.01,0.18,0,0.28,0.02,0.07,0.01,0.08,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Primary,NA,NA,NA
2054,1,0.84,0.27,0.11,0.68,0.04,0.68,0.06,0.33,0.05,0.36,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Primary,NA,NA,NA
2055,NA,0.12,0.03,0,NA,0,0.24,0.01,0.08,0,0.1,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Primary,NA,NA,NA
2056,0,0,0.01,0.01,0.16,0,0.19,0.02,0.06,0,0.05,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Secondary,NA,NA,NA
2057,1,0,0.52,0.39,0.91,0,0.52,0.14,0.19,0.05,0.25,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Secondary,NA,NA,NA
2058,NA,0,0.03,0,0,0,0.16,0.01,0.06,0,0.04,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Secondary,NA,NA,NA
2059,0,0,0,0,0.09,0,0.06,0,0.03,0,0.02,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Higher,NA,NA,NA
2060,1,0,0.71,0,1,0,0.56,0,0.29,0,0.29,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Higher,NA,NA,NA
2061,NA,0,0,0,0,0,0.02,0,0.02,0,0.02,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,Higher,NA,NA,NA
2062,0,0.15,0,0,0.08,0,0.56,0,0,0,0,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
2063,NA,0,0,0,0,0,0.36,0,0.49,0,0,5,State,All,Education,state,99,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
2064,0,0.17,0.01,0.01,0.18,0.02,0.39,0.12,0.39,0.73,0.16,5,State,All,Education,state,99,odisha,Odisha,NA,No education / Preschool,NA,NA,NA
2065,1,0.74,0.11,0.04,0.48,0.15,0.75,0.24,0.8,0.96,0.6,5,State,All,Education,state,99,odisha,Odisha,NA,No education / Preschool,NA,NA,NA
2066,NA,0.36,0.07,0.03,0,0.06,0.45,0.13,0.5,0.65,0.26,5,State,All,Education,state,99,odisha,Odisha,NA,No education / Preschool,NA,NA,NA
2067,0,0.16,0.01,0,0.16,0.01,0.34,0.12,0.33,0.65,0.07,5,State,All,Education,state,99,odisha,Odisha,NA,Primary,NA,NA,NA
2068,1,0.69,0.08,0.04,0.57,0.1,0.71,0.25,0.78,0.95,0.41,5,State,All,Education,state,99,odisha,Odisha,NA,Primary,NA,NA,NA
2069,NA,0.21,0.04,0.01,0,0.02,0.42,0.09,0.41,0.65,0.16,5,State,All,Education,state,99,odisha,Odisha,NA,Primary,NA,NA,NA
2070,0,0,0.01,0.01,0.17,0.01,0.31,0.09,0.29,0.53,0.05,5,State,All,Education,state,99,odisha,Odisha,NA,Secondary,NA,NA,NA
2071,1,0,0.1,0.08,0.93,0.1,0.79,0.3,0.83,0.95,0.25,5,State,All,Education,state,99,odisha,Odisha,NA,Secondary,NA,NA,NA
2072,NA,0,0.02,0,0,0.01,0.28,0.09,0.27,0.45,0.07,5,State,All,Education,state,99,odisha,Odisha,NA,Secondary,NA,NA,NA
2073,0,0,0,0,0.1,0,0.15,0.07,0.1,0.19,0.01,5,State,All,Education,state,99,odisha,Odisha,NA,Higher,NA,NA,NA
2074,1,0,0.05,0.09,1,0.06,0.74,0.32,0.74,0.86,0.18,5,State,All,Education,state,99,odisha,Odisha,NA,Higher,NA,NA,NA
2075,NA,0,0,0,0.26,0,0.07,0.02,0.06,0.09,0,5,State,All,Education,state,99,odisha,Odisha,NA,Higher,NA,NA,NA
2076,0,0.07,0,0,0.21,0.04,0.29,0.14,0.23,0.48,0.09,5,State,All,Education,state,99,odisha,Odisha,NA,NA,NA,NA,NA
2077,1,0.07,0.18,0.23,0.95,0.07,0.89,0.15,0.95,1,0.26,5,State,All,Education,state,99,odisha,Odisha,NA,NA,NA,NA,NA
2078,NA,0,0,0,0.03,0,0.49,0.19,0.7,0.93,0.4,5,State,All,Education,state,99,odisha,Odisha,NA,NA,NA,NA,NA
2079,0,0.22,0,0,0.13,0,0.22,0.02,0.17,0.1,0.08,5,State,All,Education,state,99,puducherry,Puducherry,NA,No education / Preschool,NA,NA,NA
2080,1,0.93,0.04,0.03,0.1,0.1,0.87,0.21,0.85,0.66,0.78,5,State,All,Education,state,99,puducherry,Puducherry,NA,No education / Preschool,NA,NA,NA
2081,NA,0.45,0.02,0,NA,0,0.05,0,0.03,0.07,0.42,5,State,All,Education,state,99,puducherry,Puducherry,NA,No education / Preschool,NA,NA,NA
2082,0,0.18,0,0,0.13,0,0.17,0.02,0.14,0.06,0.04,5,State,All,Education,state,99,puducherry,Puducherry,NA,Primary,NA,NA,NA
2083,1,0.69,0.29,0.01,0.39,0.07,0.93,0.03,0.66,0.49,0.55,5,State,All,Education,state,99,puducherry,Puducherry,NA,Primary,NA,NA,NA
2084,NA,0,0,0,NA,0,0.31,0,0.49,0.1,0.21,5,State,All,Education,state,99,puducherry,Puducherry,NA,Primary,NA,NA,NA
2085,0,0,0.01,0,0.1,0,0.14,0.02,0.1,0.04,0.02,5,State,All,Education,state,99,puducherry,Puducherry,NA,Secondary,NA,NA,NA
2086,1,0,0.05,0.12,1,0,0.83,0,0.83,0.83,0.18,5,State,All,Education,state,99,puducherry,Puducherry,NA,Secondary,NA,NA,NA
2087,NA,0,0.01,0,NA,0,0.08,0,0,0.01,0,5,State,All,Education,state,99,puducherry,Puducherry,NA,Secondary,NA,NA,NA
2088,0,0,0.02,0,0.1,0,0.06,0.01,0.03,0.01,0,5,State,All,Education,state,99,puducherry,Puducherry,NA,Higher,NA,NA,NA
2089,1,0,1,0,1,0,0.14,0,0,0,0,5,State,All,Education,state,99,puducherry,Puducherry,NA,Higher,NA,NA,NA
2090,NA,0,0,0,0,0,0.06,0,0.01,0,0,5,State,All,Education,state,99,puducherry,Puducherry,NA,Higher,NA,NA,NA
2091,0,0,0,0,0,0,0,0,0,0,0,5,State,All,Education,state,99,puducherry,Puducherry,NA,NA,NA,NA,NA
2092,0,0.17,0.02,0.01,0.18,0,0.16,0.02,0.3,0.32,0.03,5,State,All,Education,state,99,punjab,Punjab,NA,No education / Preschool,NA,NA,NA
2093,1,0.79,0.21,0.07,0.53,0.03,0.6,0.08,0.67,0.61,0.27,5,State,All,Education,state,99,punjab,Punjab,NA,No education / Preschool,NA,NA,NA
2094,NA,0.19,0.06,0.03,0.05,0,0.19,0.02,0.28,0.31,0.04,5,State,All,Education,state,99,punjab,Punjab,NA,No education / Preschool,NA,NA,NA
2095,0,0.12,0.01,0.01,0.16,0,0.15,0.01,0.23,0.25,0.01,5,State,All,Education,state,99,punjab,Punjab,NA,Primary,NA,NA,NA
2096,1,0.82,0.15,0.1,0.58,0.05,0.63,0.08,0.71,0.6,0.24,5,State,All,Education,state,99,punjab,Punjab,NA,Primary,NA,NA,NA
2097,NA,0.12,0.03,0,0.18,0,0.17,0.02,0.32,0.2,0.01,5,State,All,Education,state,99,punjab,Punjab,NA,Primary,NA,NA,NA
2098,0,0,0.01,0.01,0.14,0,0.12,0.01,0.16,0.17,0.01,5,State,All,Education,state,99,punjab,Punjab,NA,Secondary,NA,NA,NA
2099,1,0,0.19,0.42,0.95,0.01,0.54,0.14,0.51,0.55,0.08,5,State,All,Education,state,99,punjab,Punjab,NA,Secondary,NA,NA,NA
2100,NA,0,0.02,0,0.05,0,0.08,0.01,0.12,0.12,0.01,5,State,All,Education,state,99,punjab,Punjab,NA,Secondary,NA,NA,NA
2101,0,0,0.01,0,0.07,0,0.04,0.01,0.05,0.03,0,5,State,All,Education,state,99,punjab,Punjab,NA,Higher,NA,NA,NA
2102,1,0,0.81,0,1,0,1,0,0.19,0.19,0,5,State,All,Education,state,99,punjab,Punjab,NA,Higher,NA,NA,NA
2103,NA,0,0.01,0.01,0,0.01,0.02,0,0.03,0.01,0,5,State,All,Education,state,99,punjab,Punjab,NA,Higher,NA,NA,NA
2104,0,0,0.12,0.2,0.21,0,0.16,0,0.33,0.16,0,5,State,All,Education,state,99,punjab,Punjab,NA,NA,NA,NA,NA
2105,NA,0,0,NA,NA,0,0,0,0,0,0,5,State,All,Education,state,99,punjab,Punjab,NA,NA,NA,NA,NA
2106,0,0.13,0.02,0.01,0.21,0.01,0.27,0.1,0.46,0.68,0.12,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,No education / Preschool,NA,NA,NA
2107,1,0.68,0.15,0.05,0.51,0.1,0.72,0.24,0.81,0.92,0.47,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,No education / Preschool,NA,NA,NA
2108,NA,0.27,0.06,0,0.12,0.03,0.41,0.17,0.6,0.75,0.23,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,No education / Preschool,NA,NA,NA
2109,0,0.14,0.01,0.01,0.21,0.01,0.24,0.07,0.42,0.58,0.08,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Primary,NA,NA,NA
2110,1,0.69,0.12,0.07,0.61,0.08,0.69,0.24,0.75,0.89,0.41,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Primary,NA,NA,NA
2111,NA,0.21,0.09,0,0.09,0.02,0.31,0.14,0.48,0.67,0.14,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Primary,NA,NA,NA
2112,0,0,0.01,0.01,0.23,0.01,0.21,0.07,0.38,0.48,0.06,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Secondary,NA,NA,NA
2113,1,0,0.15,0.14,0.9,0.06,0.76,0.29,0.82,0.92,0.31,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Secondary,NA,NA,NA
2114,NA,0,0.03,0,0,0.02,0.25,0.07,0.44,0.47,0.06,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Secondary,NA,NA,NA
2115,0,0,0,0,0.19,0,0.13,0.04,0.22,0.22,0.03,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Higher,NA,NA,NA
2116,1,0,0.1,0.13,0.99,0.01,0.69,0.33,0.74,0.9,0.26,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Higher,NA,NA,NA
2117,NA,0,0,0,0,0.01,0.13,0.03,0.2,0.15,0.01,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,Higher,NA,NA,NA
2118,0,0,0,0,0.3,0,0.31,0.07,0.25,0.48,0,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,NA,NA,NA,NA
2119,1,0,0,0.16,1,0,0.84,0,0.84,1,0,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,NA,NA,NA,NA
2120,NA,NA,0.31,0,0.44,0,0.7,0,0.31,0.61,0.3,5,State,All,Education,state,99,rajasthan,Rajasthan,NA,NA,NA,NA,NA
2121,0,0.26,0,0,0.05,0,0.13,0.07,0.3,0.39,0.2,5,State,All,Education,state,99,sikkim,Sikkim,NA,No education / Preschool,NA,NA,NA
2122,1,0.81,0.07,0.08,0.26,0.07,0.24,0.24,0.75,0.91,0.76,5,State,All,Education,state,99,sikkim,Sikkim,NA,No education / Preschool,NA,NA,NA
2123,NA,0.23,0,0,0,0,0.31,0.02,0.29,0.28,0.48,5,State,All,Education,state,99,sikkim,Sikkim,NA,No education / Preschool,NA,NA,NA
2124,0,0.26,0.01,0,0.09,0,0.13,0.08,0.28,0.32,0.17,5,State,All,Education,state,99,sikkim,Sikkim,NA,Primary,NA,NA,NA
2125,1,0.79,0.07,0.01,0.45,0.09,0.31,0.12,0.8,0.78,0.78,5,State,All,Education,state,99,sikkim,Sikkim,NA,Primary,NA,NA,NA
2126,NA,0.21,0.02,0,0.02,0,0.35,0,0.36,0.16,0.03,5,State,All,Education,state,99,sikkim,Sikkim,NA,Primary,NA,NA,NA
2127,0,0,0.01,0,0.08,0,0.15,0.05,0.2,0.14,0.12,5,State,All,Education,state,99,sikkim,Sikkim,NA,Secondary,NA,NA,NA
2128,1,0,0,0,1,0,0.29,0.69,0.95,0.74,0.87,5,State,All,Education,state,99,sikkim,Sikkim,NA,Secondary,NA,NA,NA
2129,NA,0,0,0,0.08,0,0.12,0.03,0.18,0,0.24,5,State,All,Education,state,99,sikkim,Sikkim,NA,Secondary,NA,NA,NA
2130,0,0,0.01,0,0.04,0.01,0.13,0.05,0.05,0.02,0.18,5,State,All,Education,state,99,sikkim,Sikkim,NA,Higher,NA,NA,NA
2131,1,0,0,1,0.8,0,1,0.2,0,0,0.2,5,State,All,Education,state,99,sikkim,Sikkim,NA,Higher,NA,NA,NA
