,welfare_agg21_sp,year,level,area,dem,SourceSheet,sector2,quintile_overall,state,age_cat,edu_cat,gen_cat,hhsize_cat,owns_land,nat_quint,sec_quint,state_sec_quint,state_quint,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint
10015,3214.42,2022,State,All,Owns Land,state_quint,99,4,Chhattisgarh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10016,4480.88,2022,State,All,Owns Land,state_quint,99,5,Chhattisgarh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10017,2235.99,2022,State,All,Owns Land,state_quint,99,1,Madhya Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10018,2895.15,2022,State,All,Owns Land,state_quint,99,2,Madhya Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10019,3741.27,2022,State,All,Owns Land,state_quint,99,3,Madhya Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10020,4888.16,2022,State,All,Owns Land,state_quint,99,4,Madhya Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10021,9466.39,2022,State,All,Owns Land,state_quint,99,5,Madhya Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10022,NA,2022,State,All,Owns Land,state_quint,99,NA,Madhya Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,1996.58,2022,State,All,Owns Land,state_quint,99,1,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10024,2580.12,2022,State,All,Owns Land,state_quint,99,2,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10025,3087.48,2022,State,All,Owns Land,state_quint,99,3,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10026,3730.74,2022,State,All,Owns Land,state_quint,99,4,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10027,5094.78,2022,State,All,Owns Land,state_quint,99,5,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10028,NA,2022,State,All,Owns Land,state_quint,99,NA,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10029,2220.44,2022,State,All,Owns Land,state_quint,99,1,Gujarat,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10030,3091.2,2022,State,All,Owns Land,state_quint,99,2,Gujarat,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10031,3905.27,2022,State,All,Owns Land,state_quint,99,3,Gujarat,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10032,4791.96,2022,State,All,Owns Land,state_quint,99,4,Gujarat,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10033,6618.42,2022,State,All,Owns Land,state_quint,99,5,Gujarat,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10034,2094.08,2022,State,All,Owns Land,state_quint,99,1,Gujarat,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10035,2682.6,2022,State,All,Owns Land,state_quint,99,2,Gujarat,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10036,3236.28,2022,State,All,Owns Land,state_quint,99,3,Gujarat,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10037,3990.17,2022,State,All,Owns Land,state_quint,99,4,Gujarat,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10038,5754.74,2022,State,All,Owns Land,state_quint,99,5,Gujarat,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10039,NA,2022,State,All,Owns Land,state_quint,99,NA,Gujarat,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10040,2473.99,2022,State,All,Owns Land,state_quint,99,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10041,3098.38,2022,State,All,Owns Land,state_quint,99,2,Daman & Diu & D & N Haveli,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10042,3729.18,2022,State,All,Owns Land,state_quint,99,3,Daman & Diu & D & N Haveli,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10043,4692.1,2022,State,All,Owns Land,state_quint,99,4,Daman & Diu & D & N Haveli,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10044,5963.98,2022,State,All,Owns Land,state_quint,99,5,Daman & Diu & D & N Haveli,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10045,1642.23,2022,State,All,Owns Land,state_quint,99,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10046,2505.32,2022,State,All,Owns Land,state_quint,99,2,Daman & Diu & D & N Haveli,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10047,3037.65,2022,State,All,Owns Land,state_quint,99,3,Daman & Diu & D & N Haveli,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10048,3713.17,2022,State,All,Owns Land,state_quint,99,4,Daman & Diu & D & N Haveli,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10049,5486.91,2022,State,All,Owns Land,state_quint,99,5,Daman & Diu & D & N Haveli,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10050,2203.67,2022,State,All,Owns Land,state_quint,99,1,Maharashtra,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10051,3222.5,2022,State,All,Owns Land,state_quint,99,2,Maharashtra,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10052,3994.52,2022,State,All,Owns Land,state_quint,99,3,Maharashtra,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10053,4903.47,2022,State,All,Owns Land,state_quint,99,4,Maharashtra,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10054,7380.8,2022,State,All,Owns Land,state_quint,99,5,Maharashtra,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10055,NA,2022,State,All,Owns Land,state_quint,99,NA,Maharashtra,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10056,1921.14,2022,State,All,Owns Land,state_quint,99,1,Maharashtra,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10057,2573.53,2022,State,All,Owns Land,state_quint,99,2,Maharashtra,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10058,3215.14,2022,State,All,Owns Land,state_quint,99,3,Maharashtra,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10059,4060.59,2022,State,All,Owns Land,state_quint,99,4,Maharashtra,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10060,5881.48,2022,State,All,Owns Land,state_quint,99,5,Maharashtra,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10061,NA,2022,State,All,Owns Land,state_quint,99,NA,Maharashtra,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10062,2687.03,2022,State,All,Owns Land,state_quint,99,1,Andhra Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10063,3579.06,2022,State,All,Owns Land,state_quint,99,2,Andhra Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10064,4320.83,2022,State,All,Owns Land,state_quint,99,3,Andhra Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10065,5294.9,2022,State,All,Owns Land,state_quint,99,4,Andhra Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10066,7656.73,2022,State,All,Owns Land,state_quint,99,5,Andhra Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10067,NA,2022,State,All,Owns Land,state_quint,99,NA,Andhra Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10068,2495.25,2022,State,All,Owns Land,state_quint,99,1,Andhra Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10069,3288.98,2022,State,All,Owns Land,state_quint,99,2,Andhra Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10070,3973.4,2022,State,All,Owns Land,state_quint,99,3,Andhra Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10071,4903.13,2022,State,All,Owns Land,state_quint,99,4,Andhra Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10072,6753.45,2022,State,All,Owns Land,state_quint,99,5,Andhra Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10073,NA,2022,State,All,Owns Land,state_quint,99,NA,Andhra Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10074,2798.04,2022,State,All,Owns Land,state_quint,99,1,Karnataka,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10075,3864.11,2022,State,All,Owns Land,state_quint,99,2,Karnataka,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10076,4829.02,2022,State,All,Owns Land,state_quint,99,3,Karnataka,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10077,6178.9,2022,State,All,Owns Land,state_quint,99,4,Karnataka,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10078,9133.76,2022,State,All,Owns Land,state_quint,99,5,Karnataka,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10079,2462.54,2022,State,All,Owns Land,state_quint,99,1,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10080,3195.33,2022,State,All,Owns Land,state_quint,99,2,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10081,3873.68,2022,State,All,Owns Land,state_quint,99,3,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10082,4812.7,2022,State,All,Owns Land,state_quint,99,4,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10083,6758.34,2022,State,All,Owns Land,state_quint,99,5,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10084,NA,2022,State,All,Owns Land,state_quint,99,NA,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10085,2350.66,2022,State,All,Owns Land,state_quint,99,1,Goa,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10086,3409.34,2022,State,All,Owns Land,state_quint,99,2,Goa,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10087,4229.03,2022,State,All,Owns Land,state_quint,99,3,Goa,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10088,5559.75,2022,State,All,Owns Land,state_quint,99,4,Goa,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10089,7220.2,2022,State,All,Owns Land,state_quint,99,5,Goa,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10090,3391.06,2022,State,All,Owns Land,state_quint,99,1,Goa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10091,4137.88,2022,State,All,Owns Land,state_quint,99,2,Goa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10092,4821.46,2022,State,All,Owns Land,state_quint,99,3,Goa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10093,5800.8,2022,State,All,Owns Land,state_quint,99,4,Goa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10094,7789.59,2022,State,All,Owns Land,state_quint,99,5,Goa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10095,4647.17,2022,State,All,Owns Land,state_quint,99,1,Lakshadweep,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10096,5078.98,2022,State,All,Owns Land,state_quint,99,2,Lakshadweep,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10097,5824.68,2022,State,All,Owns Land,state_quint,99,3,Lakshadweep,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10098,6187.77,2022,State,All,Owns Land,state_quint,99,4,Lakshadweep,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10099,8668.88,2022,State,All,Owns Land,state_quint,99,5,Lakshadweep,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10100,2890.57,2022,State,All,Owns Land,state_quint,99,1,Lakshadweep,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10101,3409.03,2022,State,All,Owns Land,state_quint,99,2,Lakshadweep,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10102,4063.42,2022,State,All,Owns Land,state_quint,99,3,Lakshadweep,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10103,4868.04,2022,State,All,Owns Land,state_quint,99,4,Lakshadweep,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10104,6591.25,2022,State,All,Owns Land,state_quint,99,5,Lakshadweep,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10105,2597.28,2022,State,All,Owns Land,state_quint,99,1,Kerala,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10106,3716.79,2022,State,All,Owns Land,state_quint,99,2,Kerala,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10107,4666.98,2022,State,All,Owns Land,state_quint,99,3,Kerala,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10108,6098.41,2022,State,All,Owns Land,state_quint,99,4,Kerala,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10109,9680.61,2022,State,All,Owns Land,state_quint,99,5,Kerala,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10110,2507.03,2022,State,All,Owns Land,state_quint,99,1,Kerala,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10111,3321.91,2022,State,All,Owns Land,state_quint,99,2,Kerala,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10112,4093.46,2022,State,All,Owns Land,state_quint,99,3,Kerala,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10113,5149.17,2022,State,All,Owns Land,state_quint,99,4,Kerala,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10114,7569.46,2022,State,All,Owns Land,state_quint,99,5,Kerala,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10115,NA,2022,State,All,Owns Land,state_quint,99,NA,Kerala,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10116,2844.88,2022,State,All,Owns Land,state_quint,99,1,Tamil Nadu,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10117,3731.14,2022,State,All,Owns Land,state_quint,99,2,Tamil Nadu,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10118,4696.12,2022,State,All,Owns Land,state_quint,99,3,Tamil Nadu,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10119,5891.3,2022,State,All,Owns Land,state_quint,99,4,Tamil Nadu,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10120,8059.56,2022,State,All,Owns Land,state_quint,99,5,Tamil Nadu,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10121,NA,2022,State,All,Owns Land,state_quint,99,NA,Tamil Nadu,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10122,2777.22,2022,State,All,Owns Land,state_quint,99,1,Tamil Nadu,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10123,3582.57,2022,State,All,Owns Land,state_quint,99,2,Tamil Nadu,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10124,4311.12,2022,State,All,Owns Land,state_quint,99,3,Tamil Nadu,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10125,5273.44,2022,State,All,Owns Land,state_quint,99,4,Tamil Nadu,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
