,quintile_overall,welfare_agg21_sp,year,level,area,dem,state,SourceSheet,sector,sector2,nat_quint,sec_quint,state_quint,state_sec_quint,age_cat,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,edu_cat,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,gen_cat,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,hhsize_cat,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,owns_land,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint,inc_cat,nat_inc_quint,sec_inc_quint,state_inc_quint,state_sec_inc_quint,owns_dwelling,nat_dwel_quint,sec_dwel_quint,state_dwel_quint,state_sec_dwel_quint
14842,4,7822.632943,2022,State,urban/rural,Age,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,46–64,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14843,5,9591.361055,2022,State,urban/rural,Age,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,46–64,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14844,1,3308.410202,2022,State,urban/rural,Age,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,65+,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14845,2,4192.528608,2022,State,urban/rural,Age,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,65+,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14846,3,4703.891817,2022,State,urban/rural,Age,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,65+,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14847,4,5530.843541,2022,State,urban/rural,Age,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,65+,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14848,5,7052.945221,2022,State,urban/rural,Age,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,65+,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,1,3140.033605,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16010,2,3964.518098,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16011,3,4535.50538,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16012,4,5547.370892,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16013,5,7298.712404,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16014,1,3208.998508,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16015,2,3970.135885,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16016,3,4867.499129,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16017,4,5627.724748,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16018,5,8101.362419,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16019,1,3662.945937,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16020,2,4409.679545,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16021,3,5374.773554,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16022,4,6403.529204,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16023,5,8821.594837,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16024,1,3823.810658,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16025,2,5188.258764,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16026,3,6014.289644,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16027,4,7111.271248,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16028,5,9158.125645,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16029,1,4711.477301,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16030,2,6132.99217,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16031,3,7205.337027,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16032,4,8490.546399,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,5,11237.71581,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16034,1,4731.870793,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,2,5806.750974,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16036,3,6787.386765,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,4,7178.007656,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16038,5,11414.65528,2022,State,All,Education,Andaman and Nicobar Islands,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18048,1,3048.123745,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18049,2,3688.735625,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18050,3,4371.678341,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18051,4,5537.353423,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18052,5,7322.098673,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18053,1,3505.993336,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18054,2,3970.135885,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18055,3,4855.568028,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18056,4,5500.428082,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18057,5,7536.932993,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18058,1,3591.727346,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18059,2,4244.546847,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18060,3,5598.957017,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18061,4,6508.337426,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18062,5,8319.863544,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18063,1,3487.204862,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18064,2,4890.537194,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18065,3,5657.614674,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18066,4,6519.631818,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18067,5,8223.116421,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18068,1,4711.477301,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18069,2,5972.406576,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18070,3,6889.584865,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18071,4,8386.781801,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18072,5,12376.48833,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18073,1,4731.870793,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18074,2,5318.563476,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18075,3,6787.386765,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18076,4,7056.990965,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18077,5,9611.629619,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18078,1,3905.250542,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18079,2,4192.528608,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18080,3,4836.837831,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18081,4,5547.370892,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18082,5,6725.481091,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18083,1,2984.531925,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18084,2,3873.185171,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18085,3,5188.819354,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18086,4,5887.021076,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087,5,9591.361055,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18088,1,3848.226241,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089,2,4691.569998,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18090,3,5367.657166,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18091,4,6184.432958,2022,State,urban/rural,Education,Andaman and Nicobar Islands,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
